,predictions_0,labels,aux_labels,loss_0,grad_norm_0,feat_norm_0
87,0,0,0,0.019311510026454926,0.7883206,0.4655999
88,0,0,1,0.07518327981233597,2.6782928,0.4075933
89,1,0,0,0.007397994864732027,0.2388682,0.49214417
90,0,0,0,0.03570482134819031,1.1561853,0.46501198
91,0,0,0,0.05295489355921745,1.6275076,0.383461
92,0,0,0,0.07770188897848129,2.4565287,0.5226871
93,0,1,3,0.02895490638911724,0.9995451,0.40310138
94,0,0,0,0.14254547655582428,4.973744,0.46378362
95,0,0,0,0.014062718488276005,0.43625283,0.46427453
96,0,0,0,0.01627187803387642,0.5378446,0.349218
97,0,0,0,0.175405353307724,5.5213833,0.40971425
98,0,0,0,0.0033743607345968485,0.12452598,0.41583884
99,0,1,3,0.081351138651371,2.9671967,0.44580907
100,0,0,0,0.46313023567199707,12.467293,0.433517
101,0,0,0,0.15782134234905243,5.577895,0.47057563
102,0,0,0,0.10621024668216705,3.532128,0.37497854
103,0,1,3,0.03508313000202179,1.0665468,0.46953607
104,0,0,0,0.14778035879135132,4.4608426,0.45442376
105,0,1,3,0.02237270399928093,0.83119726,0.40101165
106,0,0,0,0.10289967060089111,3.540682,0.50709546
107,0,1,3,0.0641980990767479,2.1846797,0.4764416
108,0,0,0,0.341113418340683,9.89686,0.42489052
109,0,0,0,0.1875169277191162,5.6623106,0.44282863
110,0,1,2,0.0447799488902092,1.6321664,0.4031583
111,0,1,3,0.10490705817937851,3.480787,0.42612514
112,0,0,0,0.034088753163814545,1.2799386,0.3797216
113,0,1,3,0.06606169044971466,2.8252435,0.4191334
114,0,0,0,0.06196245923638344,2.1978264,0.46653104
115,0,1,3,0.017937231808900833,0.6988883,0.40315044
116,0,0,0,0.3477373421192169,8.160716,0.5170548
117,0,0,0,0.016244199126958847,0.6344874,0.46920007
118,0,0,0,0.0269714817404747,0.9911055,0.4272312
119,0,1,3,0.006018136162310839,0.20917471,0.39223546
120,0,1,3,0.04896880313754082,1.6404127,0.39952773
121,0,1,3,1.4661619663238525,26.037758,0.41116902
122,0,0,0,0.048135727643966675,1.6999886,0.3628255
123,0,1,2,0.06329739093780518,2.1151192,0.44161978
124,0,1,3,0.049012504518032074,1.5334415,0.45214608
125,0,0,0,0.04699651151895523,1.5996989,0.40636384
126,0,1,3,0.10911001265048981,3.8884037,0.4329309
127,0,1,2,0.025062011554837227,0.8006358,0.4289196
128,0,0,0,0.1344459056854248,4.3639812,0.39622575
129,0,0,0,0.01628008857369423,0.5734837,0.48276007
130,0,0,0,0.0855603814125061,3.4004526,0.41163874
131,0,0,1,0.113554947078228,3.498426,0.36837184
132,0,0,0,0.11288336664438248,3.5804822,0.44798404
133,0,0,0,0.033202365040779114,1.0714025,0.4098187
134,0,0,0,0.03241213411092758,1.2350018,0.43708628
135,0,0,0,0.06905224919319153,2.2304997,0.3643667
136,0,0,0,0.2599603831768036,9.1916685,0.41921443
137,0,0,1,0.10508854687213898,2.7760808,0.40964088
138,0,0,0,0.09116331487894058,3.0544753,0.42967772
139,0,0,0,0.2883734405040741,8.858909,0.42876786
140,0,0,0,0.06707261502742767,1.9770066,0.4471336
141,0,0,0,0.006630918011069298,0.22763443,0.3630491
142,0,0,0,0.09163821488618851,3.2573662,0.4055302
143,0,0,0,0.22090201079845428,7.594121,0.4166261
144,0,0,0,0.0374007374048233,1.3975996,0.40628546
145,0,0,0,0.5777472257614136,15.761487,0.50067544
146,1,0,0,0.08970490843057632,2.9580255,0.46484256
147,0,1,3,0.029856868088245392,0.9741216,0.41153514
148,0,0,0,0.019930925220251083,0.6331098,0.38750082
149,0,0,0,0.11339627206325531,4.217286,0.36649552
150,0,1,3,0.0683877244591713,2.60849,0.50678885
151,0,0,0,0.12985041737556458,3.8611484,0.40646082
152,0,0,0,0.6551907062530518,16.663748,0.52147335
153,0,1,3,0.03499288856983185,1.1932459,0.39669162
154,0,0,0,0.08202357590198517,2.6020372,0.4489444
155,0,0,1,0.052220746874809265,1.6441523,0.36506784
156,0,0,1,0.015487401746213436,0.5347799,0.4877795
157,0,0,0,0.015052542090415955,0.5471156,0.44937935
158,0,0,0,0.02141565829515457,0.83950907,0.4721862
159,0,0,0,0.19808050990104675,5.8813396,0.47454292
160,0,1,3,0.16254481673240662,5.797946,0.45518678
161,0,1,2,0.00550954882055521,0.20771025,0.4512056
162,0,0,0,0.05688371881842613,1.980836,0.40777546
163,0,1,3,0.12605322897434235,4.610667,0.43422878
164,0,0,0,0.11465146392583847,4.1793103,0.46301958
165,0,0,0,0.06781232357025146,2.2924645,0.46138775
166,0,0,0,0.021279478445649147,0.75316334,0.43301022
167,0,0,0,0.35544973611831665,12.247103,0.4106173
168,0,1,3,0.02169729210436344,0.8797772,0.46522507
169,0,0,0,0.025845056399703026,0.89572865,0.48283356
170,0,0,0,0.03148740902543068,1.0809373,0.42511955
171,0,1,3,0.05238818749785423,1.6514802,0.45895487
172,0,0,1,0.23826417326927185,8.263883,0.4398411
173,0,0,0,0.010798354633152485,0.39441705,0.42508548
174,0,0,0,0.013885445892810822,0.5193012,0.3733782
175,0,0,0,0.021782442927360535,0.81828964,0.44134122
176,0,1,3,0.0876159518957138,3.1267948,0.40760583
177,0,0,0,0.22455847263336182,6.9809036,0.47981277
178,0,0,0,0.24902154505252838,6.9352837,0.4763912
179,0,0,0,0.32029488682746887,7.8654075,0.47320783
180,0,0,0,0.042311325669288635,1.6374991,0.52709854
181,0,1,3,0.26505738496780396,7.9344463,0.42951086
182,0,0,0,0.011356709524989128,0.4061722,0.3867334
183,0,1,3,0.05437788367271423,1.6960318,0.41194618
184,1,0,0,0.2385273575782776,7.7997265,0.4350556
185,0,1,3,0.07335158437490463,2.850769,0.49311852
186,0,0,0,0.026507923379540443,0.8226636,0.44258976
187,0,0,0,0.005703129339963198,0.2316801,0.45273346
188,0,0,0,0.0053682224825024605,0.21445316,0.44051707
189,0,0,0,0.10521796345710754,3.2328467,0.41401833
190,0,0,0,0.04470767825841904,1.416128,0.4034164
191,0,0,0,0.05674361065030098,1.7345121,0.42827845
192,0,0,0,0.105345219373703,3.6863618,0.4456164
193,0,0,0,0.04838461056351662,1.9130126,0.5117874
194,0,0,0,0.013850527815520763,0.46244246,0.44559735
195,0,0,0,0.013866635039448738,0.4744082,0.44116586
196,0,0,0,0.02076108194887638,0.72069556,0.46516758
197,0,0,0,0.26818257570266724,6.8639984,0.45985216
198,0,1,3,0.03407250717282295,1.0450627,0.4142717
199,0,0,0,0.0328407809138298,1.2099826,0.39102337
200,0,0,0,0.022036220878362656,0.7706354,0.43836242
201,0,0,0,0.017668239772319794,0.54708916,0.40070015
202,0,1,2,0.010787740349769592,0.39107275,0.39885336
203,0,1,3,0.01313721388578415,0.45692143,0.42407772
204,0,0,0,0.018776532262563705,0.6093253,0.54249156
205,0,0,0,0.00527146365493536,0.19789933,0.38214007
206,0,0,0,0.02248856984078884,0.66619664,0.44770372
207,0,0,0,0.01151864044368267,0.4755754,0.45444423
208,0,0,0,0.8238753080368042,18.599997,0.47437206
209,0,0,0,0.027242392301559448,0.83285505,0.4309051
210,0,0,0,0.027613308280706406,1.0003812,0.46994945
211,0,1,3,1.7235432863235474,32.632412,0.33974105
212,0,0,0,0.06470295786857605,2.3286145,0.35607833
213,0,0,0,0.018869653344154358,0.7179817,0.44398016
214,0,0,0,0.07679063826799393,3.0059834,0.5683845
215,0,0,0,0.015000049956142902,0.5786496,0.47409248
216,0,0,0,0.04366463050246239,1.6120195,0.45320424
217,0,1,3,0.013864166103303432,0.5152968,0.48657396
218,0,0,0,0.05271483585238457,1.9751916,0.5193554
219,0,0,0,0.012005218304693699,0.44366232,0.4495144
220,0,0,0,0.0057596671395003796,0.22179288,0.4137534
221,0,0,0,0.027092386037111282,0.98867655,0.43482965
222,0,0,0,0.04734846577048302,1.6515626,0.46768683
223,0,0,0,0.06411010771989822,1.8181823,0.4327618
224,0,0,0,0.33108943700790405,11.061016,0.4266832
225,0,1,3,0.07037264853715897,2.364967,0.39639968
226,0,0,0,0.08293522894382477,2.7076101,0.416117
227,0,0,0,0.04645145311951637,1.6189076,0.43429855
228,0,0,0,0.09038253873586655,3.486088,0.40767515
229,0,0,0,1.6942734718322754,30.033054,0.4879443
230,0,0,0,0.08477137982845306,2.140046,0.3576277
231,0,0,0,0.0271404180675745,1.0251776,0.45526546
232,0,0,0,0.03756585344672203,1.3936181,0.535834
233,0,0,0,0.015132742002606392,0.57844156,0.43790534
234,0,0,0,0.006745188031345606,0.23235491,0.44340622
235,0,0,0,0.10315722227096558,3.3303008,0.45996523
236,0,0,0,0.1195002943277359,3.7550745,0.37788332
237,0,0,0,0.25711220502853394,8.414523,0.37665024
238,0,0,0,0.024347228929400444,0.82209474,0.40811127
239,0,0,0,0.09850996732711792,3.2548497,0.48273125
240,0,0,0,0.03745413199067116,1.3780601,0.46325016
241,0,0,0,0.012741819955408573,0.45996696,0.40039426
242,0,0,0,0.07847951352596283,2.693458,0.5393628
243,0,0,0,0.05846721678972244,2.133109,0.4466235
244,0,1,3,2.7785067558288574,29.614471,0.4637805
245,0,0,0,0.007460234686732292,0.26529607,0.46153226
246,0,1,3,0.027676042169332504,0.9866245,0.39561337
247,0,0,0,0.2804236114025116,8.66509,0.4427337
248,0,0,0,0.04964272677898407,1.6516471,0.36021292
249,0,1,3,0.022279443219304085,0.83375883,0.40724593
250,0,1,3,0.08495130389928818,2.8425746,0.44518244
251,0,0,0,0.012512514367699623,0.45667633,0.44344258
252,1,0,0,0.023239506408572197,0.82702804,0.46276158
253,0,1,3,0.015704525634646416,0.65043765,0.44064656
254,0,0,0,0.02630683407187462,1.0243511,0.43993112
255,0,0,0,0.041496243327856064,1.725795,0.4275458
256,0,0,0,0.013686739839613438,0.51226944,0.41422606
257,0,1,3,0.039069246500730515,1.6232572,0.44652444
258,0,0,0,0.05094265192747116,1.7080317,0.4508953
259,0,0,0,1.243410587310791,21.505045,0.4103951
260,0,0,0,0.0745059996843338,2.5547528,0.46683484
261,0,1,3,0.00786091573536396,0.25563836,0.39010113
262,0,0,0,0.37034353613853455,12.126476,0.3753194
263,0,0,0,0.02292708307504654,0.83610964,0.42682958
264,0,0,0,0.021024340763688087,0.74599826,0.40555996
265,0,0,0,0.15123151242733002,4.5887494,0.42563277
266,0,0,0,0.06716446578502655,2.1728675,0.48849052
267,0,0,0,0.24890491366386414,8.867302,0.52745676
268,0,0,0,0.12109030783176422,4.318181,0.50002754
269,0,0,0,0.01510514784604311,0.5753322,0.41419303
270,0,0,0,0.016989171504974365,0.5648305,0.501366
271,0,1,3,0.012516164220869541,0.5270749,0.48720717
272,0,0,0,0.037070076912641525,1.5323782,0.46412826
273,0,1,2,0.0503726452589035,1.8189487,0.44252834
274,0,1,3,0.020925933495163918,0.5989668,0.42715603
275,0,1,3,0.08374585211277008,2.8388307,0.49675763
276,0,0,1,0.5322734713554382,13.976057,0.4781035
277,0,1,3,0.029147937893867493,1.0082022,0.54512244
278,0,0,0,0.26682406663894653,7.480376,0.45544973
279,0,1,3,0.18558844923973083,5.4015393,0.43982172
280,0,0,0,0.07638561725616455,2.605458,0.48020655
281,0,0,0,0.05114813521504402,1.7232993,0.44321012
282,0,1,3,0.02401583269238472,0.93456745,0.39768353
283,0,0,0,0.025215577334165573,0.7950769,0.472863
284,0,1,3,0.050969045609235764,1.5598215,0.41000387
285,0,0,0,0.04166765883564949,1.6931741,0.42749888
286,0,0,0,0.04392341151833534,1.5813651,0.45310724
287,0,0,0,0.17785349488258362,6.269824,0.42653057
288,0,0,0,0.03575405105948448,1.2762505,0.41937494
289,0,0,0,0.08661443740129471,3.0160406,0.41532212
290,0,0,0,0.007582218386232853,0.33933866,0.5096788
291,0,0,0,0.2633390724658966,8.664046,0.356489
292,0,0,0,0.09358853101730347,3.2861125,0.5781561
293,0,0,0,0.04738939553499222,1.644164,0.50429296
294,0,1,3,0.6223652958869934,16.262857,0.47239548
295,0,0,0,0.022344376891851425,0.68143165,0.38824964
296,0,1,2,0.025853421539068222,0.8801955,0.35635707
297,0,0,0,0.015804974362254143,0.47171596,0.40502304
298,0,0,0,0.033079084008932114,1.1190615,0.40337086
299,0,0,1,0.19755007326602936,6.12779,0.51095307
300,0,0,0,0.1467033326625824,4.5222225,0.4093684
301,0,0,0,0.35252290964126587,12.286697,0.47796392
302,0,0,0,0.31243959069252014,11.780745,0.42729855
303,0,0,0,0.007163199130445719,0.28665507,0.42495602
304,0,0,0,0.06169922649860382,2.3088622,0.5038781
305,0,1,3,0.027400841936469078,0.92450976,0.46972793
306,0,0,0,0.005039133597165346,0.20544682,0.536744
307,0,1,3,0.014524796977639198,0.42424417,0.45088565
308,0,0,0,1.7828871011734009,27.652985,0.41801977
309,0,0,0,0.058655984699726105,2.1060014,0.50183666
310,0,1,3,0.031339310109615326,1.1204444,0.389942
311,0,0,0,0.059175219386816025,1.8380585,0.37063253
312,0,0,0,0.1140146553516388,3.9370973,0.5028225
313,0,0,0,0.029668603092432022,1.1799531,0.43544218
314,0,1,3,0.11327823996543884,3.6916153,0.4977243
315,0,1,3,0.06538255512714386,2.201402,0.37945965
316,0,1,3,0.09435802698135376,3.1872175,0.4716295
317,0,0,0,0.011142647825181484,0.37309673,0.41887972
318,0,0,0,0.7805185914039612,20.406242,0.46128696
319,0,0,0,0.09932242333889008,2.8304899,0.41931248
320,0,0,0,1.6973154544830322,30.754536,0.4441858
321,0,0,0,0.029458308592438698,1.0035833,0.44310653
322,0,0,0,0.028414173051714897,0.93739533,0.4290443
323,0,1,3,0.01397655438631773,0.4971922,0.46825358
324,0,0,0,0.01738078147172928,0.6488289,0.4462263
325,0,0,0,0.005637460853904486,0.2298633,0.43077624
326,0,0,0,0.20023587346076965,6.5512586,0.4439963
327,0,1,3,0.01695459708571434,0.5981464,0.49528283
328,0,0,0,0.13869406282901764,4.40459,0.39649498
329,0,0,0,0.023292966187000275,0.73094654,0.40767318
330,0,0,0,0.009409838356077671,0.4174629,0.41983786
331,0,1,2,0.009682241827249527,0.34199908,0.442208
332,0,1,3,0.029123622924089432,1.0989623,0.42076048
333,0,1,3,0.06123243272304535,2.2377439,0.38672572
334,0,0,0,0.0430404469370842,1.5059133,0.42919958
335,0,0,0,0.14342570304870605,4.3673325,0.48951575
336,0,0,0,0.03644854575395584,1.5323024,0.37602967
337,0,1,3,0.046263325959444046,1.4535338,0.38532746
338,0,1,3,1.528877854347229,28.55828,0.42138392
339,0,0,0,0.14475302398204803,4.965641,0.3406284
340,0,0,0,0.1008533239364624,3.1274583,0.3884201
341,0,0,0,1.7387481927871704,31.841007,0.58434063
342,0,1,3,0.014035800471901894,0.5225449,0.40082288
343,0,0,0,0.05443636327981949,1.6548916,0.4743954
344,0,0,0,0.007977528497576714,0.29699573,0.41644484
345,0,0,1,0.12843847274780273,3.89977,0.44709772
346,0,0,0,0.143101766705513,4.987587,0.44929057
347,0,1,3,0.46376335620880127,13.498194,0.47192448
348,0,0,0,0.018407588824629784,0.6852295,0.39927357
349,0,0,0,0.04658663645386696,1.5316551,0.4320917
350,0,0,0,0.04500983655452728,1.6481467,0.44446987
351,0,0,0,0.06734424829483032,2.2127638,0.37455037
352,0,0,0,0.2579383850097656,9.094606,0.46845645
353,0,0,0,0.09223660081624985,3.717119,0.5208603
354,0,0,0,0.03257611393928528,1.3598899,0.40712792
355,0,0,0,0.12664146721363068,4.4205337,0.41741723
356,0,0,1,0.3082204759120941,10.206817,0.42766222
357,0,1,3,0.015611578710377216,0.5251595,0.45817536
358,0,0,0,1.2057149410247803,23.517698,0.4515437
359,0,0,0,0.6897128820419312,16.132034,0.35619062
360,0,1,3,0.04330749809741974,1.368215,0.4272451
361,0,0,0,0.03311656415462494,0.97641367,0.4402449
362,0,0,0,0.19779571890830994,5.4754868,0.39467418
363,0,1,3,0.11817745864391327,3.7690465,0.3481022
364,0,0,0,0.029475903138518333,1.1040647,0.44374642
365,0,0,0,0.07115954160690308,2.626984,0.39809775
366,0,0,0,0.09007646143436432,2.9390132,0.46500102
367,0,1,2,0.18778708577156067,6.625697,0.34417775
368,0,0,0,0.018842395395040512,0.81319577,0.49614537
369,0,0,0,0.014985722489655018,0.49092725,0.38250077
370,0,0,0,0.04972110688686371,1.7793468,0.49259907
371,0,0,0,0.04950432479381561,1.5628551,0.49797225
372,0,1,3,0.2260856032371521,6.321396,0.4682696
373,0,0,0,0.007895214483141899,0.33239853,0.419797
374,0,0,0,0.0594758503139019,1.8976464,0.40065658
375,0,0,0,0.13859330117702484,4.6980824,0.5597329
376,0,0,1,0.15525153279304504,5.423168,0.4160306
377,0,0,0,0.032357316464185715,1.2279034,0.43986782
378,0,0,0,0.03293594717979431,1.1601384,0.39395675
379,0,0,0,0.04301920905709267,1.378584,0.40753075
380,0,0,0,0.2488642930984497,6.4210973,0.5015512
381,0,0,0,0.14979498088359833,4.8126116,0.46313977
382,0,0,0,0.01685965619981289,0.622119,0.45557773
383,0,0,0,0.035226188600063324,1.2543361,0.48201844
384,0,0,0,0.02472596801817417,0.9324072,0.542282
385,0,0,0,0.009199020452797413,0.35314354,0.4728614
386,0,0,0,0.08701348304748535,3.1619256,0.4927204
387,0,0,0,0.11922014504671097,4.256617,0.46668625
388,0,1,3,0.29218655824661255,9.969649,0.48575085
389,0,0,0,0.08071298897266388,2.5083437,0.43222314
390,0,0,0,0.10553307086229324,4.102983,0.42197567
391,0,0,0,0.03278379142284393,1.2850963,0.4943345
392,0,0,0,0.04719211906194687,1.7314631,0.35790795
393,0,1,3,0.019911644980311394,0.77623045,0.4483356
394,0,0,0,0.06151619181036949,1.8520138,0.4188071
395,0,0,0,0.07204332202672958,2.8863864,0.45184362
396,0,0,0,0.016163617372512817,0.5479625,0.50926745
397,0,0,0,0.018044831231236458,0.6865293,0.42841774
398,0,1,3,0.004559834022074938,0.1710863,0.4535027
399,0,0,0,0.022729001939296722,0.69070137,0.42454565
400,0,0,0,0.08511379361152649,2.741718,0.35069478
401,0,0,0,0.0349230132997036,1.0025495,0.4789495
402,0,0,0,0.12206000834703445,3.5077567,0.46230114
403,0,0,0,0.20960338413715363,6.664405,0.43007624
404,0,1,3,0.025196515023708344,0.8908185,0.43245366
405,0,0,0,0.08902964740991592,2.5929782,0.42124736
406,0,0,0,0.07130896300077438,2.4885764,0.41220462
407,0,0,0,0.01671980693936348,0.61867917,0.4883076
408,0,0,0,0.015400068834424019,0.55508804,0.46525627
409,0,0,0,0.20189449191093445,6.134077,0.4788604
410,0,0,0,0.05927330628037453,1.781697,0.3398064
411,0,0,0,0.028667200356721878,0.9202225,0.47096127
412,0,0,0,0.05044054239988327,1.5055513,0.3949207
413,0,0,0,0.01821223832666874,0.59389704,0.44092733
414,0,1,3,0.09827151894569397,3.912749,0.41173083
415,0,0,0,0.03822122514247894,1.4062375,0.4407068
416,0,0,0,0.029982630163431168,0.97026074,0.43163568
417,0,1,3,0.08915865421295166,3.2777913,0.4702059
418,0,0,0,0.05928656458854675,2.0444386,0.46476972
419,0,1,3,0.03163433447480202,1.1398411,0.3861809
420,0,1,3,0.011112231761217117,0.44799715,0.3949415
421,0,0,0,0.004703054670244455,0.17752923,0.40671134
422,0,0,0,0.027023812755942345,0.86687595,0.42204592
423,0,0,0,0.10957764089107513,3.3096702,0.46117163
424,0,1,3,0.0894787460565567,3.166949,0.38459206
425,0,0,1,0.02109939604997635,0.8466636,0.44624722
426,0,0,0,0.033350419253110886,1.28819,0.4151838
427,0,1,3,0.012021472677588463,0.45975715,0.42051312
428,0,0,0,0.02429836429655552,0.8513444,0.45875272
429,0,0,0,0.02235276997089386,0.73755,0.37989083
430,0,0,0,0.03165604546666145,1.0138698,0.41390985
431,0,0,0,0.12267336994409561,4.2361937,0.3615759
432,0,0,0,0.016033878549933434,0.63294184,0.39454508
433,0,0,0,0.05437381938099861,1.5191925,0.4885929
434,0,0,0,0.07827494293451309,2.8108084,0.46089816
435,0,1,3,0.1809213012456894,6.1037207,0.43467394
436,0,0,0,0.2642362713813782,8.661092,0.3814457
437,0,1,2,0.03574807196855545,1.1765927,0.4322857
438,0,0,0,0.06575611233711243,2.2224731,0.4402892
439,0,0,0,2.742202043533325,37.07482,0.4913527
440,0,1,3,0.031922340393066406,1.1691364,0.42792755
441,0,1,2,0.16008597612380981,5.455004,0.3814702
442,0,0,0,0.055206675082445145,1.9015763,0.5150069
443,0,1,3,0.01484666857868433,0.6241119,0.42876256
444,0,0,0,0.016405927017331123,0.6881274,0.41439122
445,0,1,3,0.048651259392499924,1.7055391,0.49948764
446,0,1,3,0.23555316030979156,7.1040845,0.4682362
447,0,0,0,0.03805621713399887,1.1311164,0.4780652
448,0,0,0,0.020530572161078453,0.7631141,0.41735777
449,0,0,0,0.9263274669647217,23.944286,0.4743266
450,0,0,0,1.1118738651275635,24.867523,0.4023161
451,0,0,0,0.007017726078629494,0.34765118,0.46802884
452,0,0,0,0.050868671387434006,2.0386653,0.47367415
453,0,0,0,0.01952757127583027,0.8859015,0.41090435
454,0,0,0,0.05351054668426514,1.6918494,0.47065872
455,0,0,0,0.035068053752183914,1.2178758,0.3906654
456,0,1,3,0.05566975474357605,1.9544709,0.49479967
457,0,0,0,0.021034613251686096,0.748546,0.44482428
458,0,1,3,0.12972185015678406,3.8166661,0.43946528
459,0,0,0,0.006104633212089539,0.21077836,0.44840324
460,0,1,3,0.25372329354286194,7.751951,0.40412962
461,0,0,0,0.019836384803056717,0.80338806,0.4601364
462,0,0,0,0.01822569966316223,0.5902417,0.46444872
463,0,0,0,0.02148531563580036,0.8800166,0.4490044
464,0,1,3,0.04903055354952812,1.5416404,0.53626883
465,0,1,3,0.4823744297027588,14.681811,0.33996087
466,0,0,0,0.013055559247732162,0.41554517,0.4472014
467,0,0,0,0.02854336053133011,1.0734242,0.36973965
468,0,1,3,0.12105809152126312,4.2715187,0.43074375
469,0,0,0,0.0846392884850502,2.8471005,0.41557902
470,0,1,3,0.03611389175057411,1.2091687,0.4240661
471,0,0,0,0.08931391686201096,2.649147,0.38206926
472,0,0,0,0.14236992597579956,4.773979,0.431524
473,0,0,0,0.03502235561609268,1.2681657,0.47769517
474,0,0,0,0.27356064319610596,8.803772,0.41780552
475,0,0,1,0.18730857968330383,6.4321504,0.48240516
476,0,0,0,0.011261943727731705,0.38140795,0.45781112
477,0,0,0,0.8924364447593689,20.198511,0.44577307
478,0,0,0,0.006460968870669603,0.27658206,0.3835258
479,0,0,0,0.055554624646902084,1.900368,0.4896006
480,0,0,0,0.03407054767012596,1.2663044,0.44504565
481,0,1,3,0.10293333232402802,3.760033,0.51961875
482,0,1,3,0.10234519094228745,3.2852597,0.43249446
483,0,1,3,0.0825100839138031,2.4676046,0.42446923
484,0,1,3,0.14207853376865387,4.5300884,0.4723978
