,predictions,labels,aux_labels,loss_0,grad_norm_0,feat_norm_0,loss_1,grad_norm_1,feat_norm_1,loss_2,grad_norm_2,feat_norm_2,loss_3,grad_norm_3,feat_norm_3,loss_4,grad_norm_4,feat_norm_4
25,0,0,0,0.16825860738754272,4.629885,0.42408934,2.8906805515289307,28.630491,0.4504683,0.05238920450210571,1.5553304,0.44037622,0.028358669951558113,0.84764266,0.43400776,0.039298273622989655,1.1558794,0.45350373
26,0,0,0,0.15628279745578766,4.3275332,0.43312842,0.048704396933317184,1.4323356,0.39880273,0.04921611770987511,1.4553316,0.4595827,0.025965051725506783,0.7837168,0.36513865,0.03773105517029762,1.1179233,0.42595625
27,0,0,0,0.14868877828121185,4.2047253,0.46900177,0.050264161080121994,1.471797,0.43339038,0.053955547511577606,1.5822198,0.5142071,0.02795916609466076,0.83154684,0.3697065,0.038800835609436035,1.1374547,0.44000265
28,0,0,0,0.15590669214725494,4.3583694,0.42172235,0.04737893491983414,1.3900706,0.4480857,0.054926201701164246,1.6259707,0.45710033,3.5101335048675537,29.408897,0.43869096,0.03976075351238251,1.160604,0.40694287
29,1,0,0,1.896175503730774,25.808565,0.49329668,0.04832577705383301,1.4443305,0.41366732,0.05268328636884689,1.5360507,0.46825093,0.028066620230674744,0.82919276,0.44552428,0.03909389302134514,1.1466209,0.4475144
30,0,0,0,1.9625109434127808,26.116716,0.4545232,0.04892952740192413,1.4575717,0.47897595,0.05491175875067711,1.6096967,0.43422574,0.03121730126440525,0.9169465,0.4634034,3.0755550861358643,28.008385,0.390073
31,0,0,0,0.1499432623386383,4.2604866,0.43586963,2.9336740970611572,28.495106,0.4384689,0.056415118277072906,1.6470568,0.43641543,0.028460519388318062,0.8508398,0.45400387,0.03379295393824577,1.016537,0.37586454
32,1,0,0,0.1604866087436676,4.4856577,0.41101164,0.05197247862815857,1.5410447,0.42667344,0.05271664634346962,1.5339041,0.42953715,0.029022304341197014,0.86886406,0.44170618,0.034498024731874466,1.0268971,0.4460737
33,0,0,0,0.16086678206920624,4.435839,0.38784397,3.075646162033081,28.891544,0.43358678,0.05439651012420654,1.5784364,0.4445169,3.4482357501983643,29.693672,0.4065622,0.04397691786289215,1.2859755,0.46125805
34,1,0,0,0.15299658477306366,4.275433,0.55345047,0.05766598880290985,1.6627424,0.5320556,0.051698338240385056,1.5049614,0.44003838,0.029074296355247498,0.8600809,0.4878142,0.04470072314143181,1.2950459,0.47476485
35,0,0,0,1.878246545791626,25.649384,0.48613775,0.05388754978775978,1.5708528,0.48819208,2.9636712074279785,28.646048,0.40019283,0.03112046979367733,0.91796565,0.42691305,0.038820672780275345,1.1637981,0.4336729
36,0,0,0,0.16252119839191437,4.544307,0.40731308,0.055963434278964996,1.6193383,0.3549327,0.0543883815407753,1.5892066,0.3996137,3.385655641555786,28.429125,0.45650804,0.03939901664853096,1.1596705,0.41050154
37,0,0,0,0.15200400352478027,4.264577,0.46758193,2.944009304046631,29.00271,0.5079094,0.05326225981116295,1.581765,0.41870287,0.029384111985564232,0.86522466,0.41128647,0.040640778839588165,1.2068099,0.37283903
38,0,0,0,1.9187594652175903,26.03525,0.43260384,0.05567166954278946,1.6166832,0.4530239,2.9657702445983887,28.98251,0.44127885,0.02917051687836647,0.8672738,0.42881107,0.03691188618540764,1.0907681,0.4245506
39,0,0,0,0.1587153971195221,4.452326,0.41748935,0.04914144054055214,1.4383359,0.49046472,2.820321798324585,27.956684,0.46562496,0.03091198392212391,0.9065729,0.44838637,3.1068804264068604,28.863781,0.38793394
40,0,0,0,0.1506325602531433,4.2070265,0.3962328,0.05381988734006882,1.5566986,0.40045157,0.05137475207448006,1.508976,0.48323354,0.030811423435807228,0.90480155,0.40986958,0.039836592972278595,1.1653808,0.45754367
41,0,0,0,0.15307728946208954,4.307615,0.4557234,0.04769495129585266,1.4079492,0.46556386,0.05210578814148903,1.529723,0.4284053,0.026468103751540184,0.78249514,0.45043066,0.03695152327418327,1.0907915,0.43273002
42,1,0,0,1.8845754861831665,25.90716,0.41979557,0.045972928404808044,1.3759391,0.44711313,0.05741490423679352,1.6774684,0.4435706,0.028110548853874207,0.8314852,0.41719165,0.04148057475686073,1.2109662,0.58086264
43,0,0,0,0.17820778489112854,4.895816,0.41401812,0.053355276584625244,1.5512359,0.45473146,0.0519837960600853,1.536199,0.41033968,0.027727292850613594,0.81834286,0.3411095,0.04162466526031494,1.2215326,0.47288662
44,0,0,0,1.939994215965271,25.982445,0.48795357,3.0165672302246094,29.028328,0.40405774,0.04941503331065178,1.4638143,0.4203272,0.028439780697226524,0.84587693,0.47801265,0.03360646590590477,1.0022067,0.4521783
45,1,1,3,0.15629605948925018,4.395816,0.41364837,2.930880546569824,28.626862,0.42518643,2.8836779594421387,28.80221,0.46504578,0.028716547414660454,0.85064816,0.40267572,3.1850993633270264,29.180296,0.4073884
46,0,0,0,0.1583419293165207,4.387035,0.35348576,2.947847604751587,28.379328,0.446594,0.057240426540374756,1.662362,0.39156786,3.4477999210357666,29.44377,0.49295503,3.1832058429718018,28.840857,0.46653885
47,1,0,0,0.14412592351436615,4.065795,0.5037179,0.050238993018865585,1.4814363,0.46978804,0.051180869340896606,1.5136789,0.45566094,0.03430521488189697,1.014172,0.45662647,0.038426242768764496,1.1485426,0.4993465
48,0,0,0,0.1596410721540451,4.452758,0.5208062,0.05217786505818367,1.5553629,0.5253436,0.0453401617705822,1.3577931,0.4919082,0.029624395072460175,0.8726628,0.38449538,0.03742416203022003,1.1206348,0.5237415
49,0,0,0,0.1495359092950821,4.2159314,0.46753633,0.04504983872175217,1.3297827,0.37914938,2.8663110733032227,28.528112,0.43990123,0.03148429095745087,0.9360073,0.45061183,0.04051715508103371,1.2014147,0.42570466
50,0,0,0,0.1486968994140625,4.218759,0.47611663,0.048945873975753784,1.4532729,0.42650747,2.9475739002227783,28.764694,0.421507,0.027952905744314194,0.8444511,0.41628283,0.040791742503643036,1.2125875,0.44809783
51,0,0,0,1.9566291570663452,26.015554,0.42324293,0.052492257207632065,1.5530099,0.42957944,0.04856325313448906,1.425778,0.4533129,0.025893962010741234,0.76778185,0.44199505,0.03885186091065407,1.1451719,0.41993922
52,0,0,0,1.8676139116287231,25.159668,0.47067428,2.9105398654937744,28.151596,0.51223886,0.050344761461019516,1.4615496,0.39679328,3.4116265773773193,28.918716,0.40458488,3.1676013469696045,29.128933,0.4002977
53,1,1,3,0.1534477174282074,4.337737,0.43837318,2.9007315635681152,28.909317,0.4663844,0.051940109580755234,1.5399748,0.4180253,0.026602299883961678,0.789829,0.44680282,3.2193844318389893,29.223883,0.39624238
54,0,0,0,0.15828637778759003,4.4266987,0.47974688,2.979978084564209,28.673843,0.40580696,0.0530211441218853,1.5735319,0.48941708,0.03440703824162483,1.0172466,0.44642997,0.03710522502660751,1.0816059,0.5030289
55,0,0,0,1.8732101917266846,25.58625,0.43302456,0.054387252777814865,1.597876,0.45908472,2.7967987060546875,28.16309,0.4365632,0.02966015599668026,0.8828379,0.5625487,0.04018706455826759,1.188594,0.41283756
56,1,0,0,1.906130075454712,25.535126,0.4074754,2.954136371612549,28.581232,0.43776435,0.05513470247387886,1.6190419,0.41004282,0.028786741197109222,0.84705734,0.50651836,0.038751181215047836,1.1416457,0.41951287
57,0,0,0,0.16064052283763885,4.48829,0.5423197,0.0555240623652935,1.640347,0.47256532,2.86407732963562,28.704262,0.446984,0.029557617381215096,0.8803873,0.47619647,0.038646817207336426,1.1288445,0.44776005
58,0,0,0,0.1633586287498474,4.4657507,0.3938194,2.8720057010650635,27.959385,0.36752424,0.051510293036699295,1.5100682,0.41942632,3.584963798522949,29.642122,0.43597925,0.039642978459596634,1.1705085,0.43292138
59,0,1,3,0.1531408131122589,4.239845,0.38739228,0.053008485585451126,1.5516075,0.4608358,0.050134122371673584,1.4690278,0.46095112,3.432818651199341,29.467426,0.34215787,0.03932681307196617,1.1424832,0.50490874
60,0,0,0,0.16701318323612213,4.5707493,0.44709876,0.054001402109861374,1.5756826,0.38703856,0.05075525492429733,1.4996977,0.43511534,0.02541130781173706,0.76035035,0.4707303,3.2992212772369385,29.069809,0.45597845
61,0,1,3,1.866575837135315,25.611877,0.4321861,0.05163415148854256,1.5284268,0.38990995,0.05463153496384621,1.5841104,0.41377482,3.509838104248047,29.229923,0.44959116,0.04363986477255821,1.2598162,0.5010865
62,0,0,0,0.15598054230213165,4.378479,0.38191846,0.050871048122644424,1.5149328,0.49247485,0.05728635564446449,1.6635841,0.3894199,3.513211488723755,29.269648,0.4477601,0.039252426475286484,1.1557612,0.47113994
63,0,0,0,0.18204350769519806,4.9356165,0.39749965,0.05420682579278946,1.558897,0.49758682,0.05169573426246643,1.5159352,0.4037856,0.02831394039094448,0.8475271,0.42591473,0.04315565526485443,1.2492094,0.47055757
64,0,0,0,0.15445896983146667,4.2662144,0.43665367,0.056191783398389816,1.6346384,0.35482025,0.050165869295597076,1.4756215,0.49011707,3.4985740184783936,29.326471,0.48923895,0.04011904075741768,1.186067,0.55643463
65,0,1,3,0.15326108038425446,4.2559543,0.46697468,0.0509105883538723,1.4969872,0.45847505,0.05466754361987114,1.5920745,0.39839822,0.02729215659201145,0.8219945,0.521989,3.184096336364746,28.871424,0.44670284
66,0,1,3,0.1554987132549286,4.39625,0.40449065,0.05854850634932518,1.6994832,0.39657497,2.8379549980163574,28.356125,0.49654156,3.6316874027252197,29.74452,0.42142835,0.038613785058259964,1.1439713,0.41827148
67,0,0,0,0.15387605130672455,4.251196,0.42301965,2.942681074142456,28.272526,0.38055658,0.05097029358148575,1.49298,0.46418607,3.4639105796813965,29.446257,0.4795303,0.036591868847608566,1.0762377,0.4097443
68,0,0,1,1.8963241577148438,25.865232,0.42215544,0.05151776224374771,1.5061054,0.43110693,2.942270278930664,29.05358,0.51549053,0.03050609678030014,0.9123156,0.43146592,0.032927412539720535,0.978899,0.42388386
69,1,0,0,0.15158705413341522,4.1941004,0.5131491,0.05123274028301239,1.5095828,0.40732104,0.056411176919937134,1.6567091,0.40921873,3.3905978202819824,29.075863,0.44061014,0.0397157296538353,1.1669865,0.4580245
70,1,0,0,0.15545625984668732,4.35736,0.5047035,3.043564796447754,29.125587,0.41776788,0.054846081882715225,1.6297774,0.43524274,0.029936006292700768,0.8874,0.4660362,3.0828542709350586,28.595629,0.43883532
71,0,0,0,1.847642421722412,25.370926,0.36963534,0.05193297937512398,1.5240884,0.43940777,2.848867654800415,28.32336,0.48121625,3.5103542804718018,29.679182,0.47982547,0.040061552077531815,1.1710578,0.37239176
72,0,0,0,0.15943334996700287,4.47169,0.37260777,0.05176886171102524,1.5300237,0.46581936,0.051190946251153946,1.5200994,0.4077412,0.03495098650455475,1.0303996,0.4637363,0.03063131496310234,0.91969776,0.4121853
73,1,0,0,0.15794186294078827,4.3157725,0.46544206,0.04887344688177109,1.4327568,0.37956095,0.055850934237241745,1.6235483,0.4392274,3.4457077980041504,29.07409,0.42691952,0.04200560599565506,1.2317914,0.349603
74,1,0,0,1.875261664390564,25.660137,0.40485358,0.05202612280845642,1.5366036,0.4673701,2.915438652038574,28.309235,0.4722209,3.5927951335906982,29.850615,0.40621275,3.1781182289123535,29.124546,0.3798743
75,0,0,0,0.16372050344944,4.509688,0.5120785,0.05756391957402229,1.6612685,0.44359472,0.05337302014231682,1.5558078,0.32880014,0.02984749712049961,0.8773881,0.36723453,0.04045453295111656,1.1978381,0.43726444
76,0,1,3,0.16783083975315094,4.6266303,0.44661063,0.04878103733062744,1.4391165,0.43010247,0.05158830061554909,1.5063876,0.46786588,0.02450474351644516,0.73696065,0.31777224,3.0826258659362793,28.849094,0.42995805
77,0,1,3,0.15585507452487946,4.365887,0.55147207,0.05293035879731178,1.5527207,0.4048577,0.05221271514892578,1.5224891,0.44849208,3.4639334678649902,29.16482,0.42844248,0.039499059319496155,1.1639361,0.4586036
78,0,0,0,0.15073293447494507,4.21167,0.40768087,0.05214312672615051,1.5500499,0.44704527,0.052501529455184937,1.5237428,0.4254762,0.03401697054505348,0.9909431,0.46832377,3.105302333831787,28.752268,0.51376003
79,1,0,0,0.15111756324768066,4.286321,0.3405422,2.9065046310424805,29.018528,0.48897445,0.049211688339710236,1.4404889,0.40257406,0.025424093008041382,0.76466465,0.4813599,0.03449007868766785,1.0308263,0.44916373
80,0,0,0,1.8578243255615234,25.691875,0.4068698,3.068092107772827,29.024183,0.42672634,0.0566781684756279,1.6409093,0.34568793,3.4435157775878906,28.811813,0.36796865,0.03965122625231743,1.1759222,0.4286357
81,0,1,3,1.8918126821517944,25.896452,0.45161492,2.9633090496063232,28.949516,0.43408763,0.05131665989756584,1.5287688,0.39682508,0.029846109449863434,0.8803857,0.35380724,0.03932303190231323,1.1714885,0.46239877
82,1,0,0,0.1585591584444046,4.493464,0.41134325,0.048894334584474564,1.433909,0.4428317,0.05444911867380142,1.5900078,0.46782172,0.030390115454792976,0.8942878,0.44384974,0.037731628865003586,1.124705,0.46587655
83,0,0,0,1.831343412399292,24.869434,0.41646147,3.018465995788574,29.062937,0.5269478,2.7958171367645264,28.1565,0.4430054,0.030340388417243958,0.8842442,0.46896738,3.163970470428467,29.15792,0.434065
84,0,0,0,1.9547295570373535,26.455612,0.4761222,0.051495686173439026,1.5086424,0.5669102,3.0128657817840576,28.56067,0.526101,0.029268810525536537,0.85293275,0.4401092,3.1899964809417725,29.330416,0.4489177
85,0,0,1,1.849236011505127,25.331099,0.50689906,0.050666529685258865,1.4969649,0.41936016,0.05146488547325134,1.5146551,0.3558873,0.033578455448150635,0.9837204,0.48651785,3.2572174072265625,29.341219,0.33399212
86,0,0,0,0.15309058129787445,4.297758,0.4498289,0.05445115268230438,1.5979973,0.41738215,0.05247347801923752,1.5481455,0.43501526,0.02955310419201851,0.8737933,0.50135845,0.036590833216905594,1.0860727,0.3907176
87,0,0,0,0.15767595171928406,4.4669094,0.48167926,0.0526355616748333,1.526101,0.43884256,0.0544915646314621,1.5799469,0.4735398,0.0249731857329607,0.75164485,0.44430435,3.210418701171875,29.345322,0.4680301
88,1,0,1,1.8068439960479736,24.922686,0.41959488,0.050246138125658035,1.4845694,0.48465,0.057927925139665604,1.6876023,0.4568153,0.03102489933371544,0.91493374,0.44128096,0.03830888122320175,1.1292497,0.42823356
89,0,0,0,0.1464596390724182,4.132828,0.51040196,0.052267249673604965,1.5404385,0.4502697,0.05438781902194023,1.6071045,0.4614449,3.3675451278686523,28.648596,0.38642734,0.04298049956560135,1.267196,0.41698915
90,0,0,0,0.1532951444387436,4.2467723,0.47462124,3.0411252975463867,29.02371,0.42551196,0.05335437133908272,1.5676779,0.40167022,3.453190326690674,29.040743,0.42501718,0.041476573795080185,1.2134675,0.45313057
91,0,0,0,1.9316660165786743,26.125425,0.38622326,0.05334759131073952,1.5703257,0.4886664,0.051563166081905365,1.5146372,0.47355115,0.02569158747792244,0.7756906,0.42863744,0.03792010620236397,1.1164521,0.45201194
92,0,0,0,0.15987426042556763,4.4696665,0.5409896,0.05370499938726425,1.5584114,0.49731052,0.05635878071188927,1.6409217,0.5199039,0.027119766920804977,0.8039824,0.47285348,0.04026985540986061,1.1883715,0.49278098
93,0,1,3,0.15623609721660614,4.3365297,0.42777532,0.054171930998563766,1.6091686,0.34170252,0.052204228937625885,1.5377549,0.37663594,0.02909560315310955,0.8548292,0.4000888,0.03745516389608383,1.1052924,0.47317302
94,0,0,0,0.16253823041915894,4.5701632,0.45758888,0.05989496409893036,1.7314091,0.4151243,0.04576580971479416,1.3542081,0.42922425,0.02694641798734665,0.81656015,0.44833684,0.039469264447689056,1.1551467,0.4987281
95,0,0,0,0.154616579413414,4.3113847,0.4761219,0.05522066354751587,1.6234713,0.4751485,0.05488930270075798,1.6106054,0.44425157,0.029247509315609932,0.8703115,0.41657487,0.03565949946641922,1.0554724,0.40652883
96,0,0,0,0.15496274828910828,4.3296614,0.36239243,0.04797280207276344,1.4285703,0.4351872,2.7172696590423584,28.405739,0.44084096,0.030368028208613396,0.8905247,0.3786937,0.033251602202653885,0.99850875,0.41244695
97,0,0,0,0.1557397097349167,4.3597145,0.43932784,2.8638875484466553,28.389868,0.45618957,0.05500563606619835,1.5993717,0.41439703,0.027861902490258217,0.8381933,0.4713479,3.32924222946167,29.434614,0.42091823
98,1,0,0,0.1450013667345047,4.0842643,0.42104542,0.05038352683186531,1.4990925,0.48699486,0.05415397509932518,1.5762925,0.45160216,3.467216968536377,29.180124,0.49742332,0.03846868872642517,1.1443259,0.49167684
99,0,1,3,0.16691997647285461,4.6129003,0.44919845,0.053369853645563126,1.5732256,0.37675142,0.059612203389406204,1.7141742,0.40759492,3.3975555896759033,28.939186,0.48623878,0.037694092839956284,1.1298244,0.5340431
100,0,0,0,1.8722275495529175,25.651356,0.4425657,0.05415024980902672,1.57863,0.43211716,3.0047049522399902,29.008175,0.43484753,0.02932310663163662,0.86861444,0.3612846,0.03655382618308067,1.0900857,0.46344596
101,0,0,0,0.1483347862958908,4.1797705,0.48693883,0.0513937771320343,1.5200082,0.38213778,0.052139393985271454,1.5358801,0.38545078,0.031210599467158318,0.90603256,0.40445945,0.036205872893333435,1.0819714,0.44165605
102,1,0,0,0.16285906732082367,4.532091,0.38604212,0.05537733808159828,1.617984,0.40314806,0.0528184212744236,1.5630547,0.3774687,0.026579665020108223,0.79626375,0.41834906,0.03473132476210594,1.0262408,0.4774931
103,1,1,3,0.150495246052742,4.218143,0.47312462,0.04924369230866432,1.4449887,0.38216218,0.05604211241006851,1.6326376,0.43161303,3.4811158180236816,28.96362,0.54588884,0.039675746113061905,1.1855077,0.41080895
104,0,0,0,0.14633585512638092,4.127217,0.460249,0.04924006015062332,1.4516666,0.5175783,0.046414125710725784,1.3869549,0.4096118,0.028696740046143532,0.8597363,0.4135272,0.04086853191256523,1.2153677,0.43088078
105,0,1,3,1.8957304954528809,25.614311,0.415638,0.05383140966296196,1.5513595,0.4458112,0.050453465431928635,1.4977651,0.44262183,0.028410812839865685,0.85085857,0.44242388,0.035696882754564285,1.06505,0.41884643
106,1,0,0,0.1576066017150879,4.409599,0.5246581,0.05318980664014816,1.5544012,0.38682055,3.0705533027648926,29.273561,0.45078397,3.4816854000091553,29.253025,0.41645557,3.333275556564331,29.08912,0.44716126
107,0,1,3,0.15220387279987335,4.3093762,0.4884761,0.05509950593113899,1.6415346,0.46021527,0.05183892697095871,1.5413295,0.43730262,0.031184254214167595,0.925843,0.41989082,0.039905209094285965,1.1770706,0.44685566
108,1,0,0,0.1613701730966568,4.500192,0.43534788,0.04695875197649002,1.3936317,0.39996088,0.05081315338611603,1.5090832,0.4778481,3.379485845565796,29.425402,0.49145162,0.03890242800116539,1.1372691,0.44026953
109,0,0,0,0.16247165203094482,4.562529,0.45407194,0.053192634135484695,1.5660547,0.41913438,0.05353789031505585,1.5486071,0.43372726,3.3647103309631348,29.27438,0.4216053,0.03413218632340431,1.0262854,0.40057617
110,0,1,2,0.14407162368297577,4.0853324,0.41049898,0.05088169872760773,1.5027864,0.37394807,3.0271780490875244,28.769253,0.37956315,0.026758067309856415,0.8004364,0.4501248,3.026636838912964,29.143812,0.46516967
111,0,1,3,0.1558244824409485,4.368666,0.42721415,0.05640621855854988,1.6588408,0.38863063,2.9695205688476562,28.81302,0.46865103,0.031171081587672234,0.91934025,0.44495875,3.1698825359344482,28.60207,0.36098635
112,0,0,0,0.15435294806957245,4.287931,0.39568478,0.05365031585097313,1.5655615,0.45241332,2.9297282695770264,28.955666,0.40696755,0.028385553508996964,0.8496217,0.4142995,0.04162329435348511,1.2094487,0.43519896
113,0,1,3,0.15797118842601776,4.4485397,0.4268201,0.04849250614643097,1.4469112,0.49191782,0.0537789948284626,1.5482152,0.3680227,0.028727900236845016,0.8473519,0.46425623,0.04021042585372925,1.1929207,0.42206937
114,0,0,0,0.1579619199037552,4.4451666,0.4781333,0.05041470006108284,1.4686714,0.41583687,0.047525472939014435,1.4009606,0.41701645,0.0261983759701252,0.78752166,0.4534297,3.3539209365844727,29.286568,0.4126401
115,0,1,3,0.14379270374774933,4.0908337,0.4153426,0.04846116155385971,1.4423194,0.44501668,0.051706716418266296,1.5341971,0.4922518,3.4045817852020264,29.233027,0.41757974,0.03783540055155754,1.1209155,0.39775908
116,0,0,0,1.8649218082427979,25.416279,0.51714414,0.049438975751399994,1.4558005,0.43928313,0.05450669303536415,1.5867795,0.38189346,0.034668225795030594,0.99439394,0.47944057,0.03540846332907677,1.0539453,0.41153643
117,0,0,0,0.14278164505958557,4.0311236,0.48578176,2.9779884815216064,29.244852,0.5134343,0.04645634442567825,1.3834863,0.4563107,0.03066692315042019,0.9187778,0.42368647,0.03781496733427048,1.103856,0.46242225
118,0,0,0,0.15392939746379852,4.2521267,0.4496426,0.0536055751144886,1.5659345,0.43735978,0.057847145944833755,1.6818956,0.4777676,3.343799591064453,28.661564,0.54659736,0.034366149455308914,1.017711,0.37000766
119,0,1,3,0.1564946472644806,4.3859067,0.4070983,0.05410202965140343,1.5784972,0.40394205,2.8317458629608154,28.546211,0.43130192,3.5046591758728027,29.340187,0.4057592,3.1435418128967285,28.826832,0.35577703
120,0,1,3,0.15327182412147522,4.3124337,0.42413157,0.05535365268588066,1.6059167,0.44769043,0.04980696737766266,1.4788692,0.44705045,3.533466100692749,28.981997,0.44361007,0.040925975888967514,1.1840944,0.37477303
121,0,1,3,2.00128173828125,26.515913,0.42063475,2.9143519401550293,28.424326,0.47663182,0.0519423745572567,1.5367754,0.43567562,0.02619965374469757,0.79183257,0.49077016,0.044756922870874405,1.3103722,0.4561631
122,0,0,0,0.16301171481609344,4.471971,0.37366349,2.9371633529663086,28.450281,0.38249168,0.05456776171922684,1.5870767,0.4720803,0.032686997205019,0.9661844,0.31275523,0.040775150060653687,1.1860551,0.38723052
123,1,1,2,0.1583094745874405,4.421193,0.4479342,0.05281152203679085,1.5427334,0.41386807,2.942824125289917,28.761795,0.3902217,0.02879983000457287,0.861144,0.4274447,0.035615094006061554,1.0709285,0.4801333
