,labels,predictions,aux_labels,feat_norm
270,0,0,0,0.4025661
271,1,1,3,0.46040902
272,0,0,0,0.4493147
273,1,1,2,0.47161013
274,1,1,3,0.3127632
275,1,1,3,0.395539
276,0,0,1,0.37475505
277,1,1,3,0.4050372
278,0,0,0,0.38110936
279,1,1,3,0.42700016
280,0,0,0,0.49150062
281,0,0,0,0.39327514
282,1,1,3,0.46090555
283,0,0,0,0.3512386
284,1,1,3,0.3558658
285,0,0,0,0.44624746
286,0,0,0,0.4387421
287,0,0,0,0.47185183
288,0,0,0,0.43886778
289,0,0,0,0.45080268
290,0,0,0,0.5139251
291,0,0,0,0.48406446
292,0,0,0,0.40113574
293,0,0,0,0.47764337
294,1,1,3,0.4850706
295,0,0,0,0.34725797
296,1,1,2,0.42516947
297,0,0,0,0.4096319
298,0,0,0,0.4565248
299,0,0,1,0.4560746
300,0,0,0,0.47548878
301,0,0,0,0.5063587
302,0,0,0,0.54492533
303,0,0,0,0.40479985
304,0,0,0,0.45389816
305,1,1,3,0.45629072
306,0,0,0,0.44405532
307,1,1,3,0.33469856
308,0,0,0,0.5065731
309,0,0,0,0.5264579
310,1,1,3,0.5062737
311,0,0,0,0.37213022
312,0,0,0,0.4447432
313,0,0,0,0.50586617
314,1,1,3,0.4658494
315,1,1,3,0.47402963
316,1,1,3,0.45623893
317,0,0,0,0.37754643
318,0,0,0,0.5287814
319,0,0,0,0.42375532
320,0,0,0,0.41869098
321,0,0,0,0.4698925
322,0,0,0,0.4030872
323,1,1,3,0.37067994
324,0,0,0,0.516899
325,0,0,0,0.44758883
326,0,0,0,0.44089076
327,1,1,3,0.37833184
328,0,0,0,0.40484068
329,0,0,0,0.3975567
330,0,0,0,0.48999774
331,1,1,2,0.40448198
332,1,1,3,0.45130354
333,1,1,3,0.48943847
334,0,0,0,0.39517123
335,0,0,0,0.42545873
336,0,0,0,0.46683195
337,1,1,3,0.3556402
338,1,1,3,0.48603737
339,0,0,0,0.504951
340,0,0,0,0.40221146
341,0,0,0,0.5855144
342,1,1,3,0.37093857
343,0,0,0,0.37575012
344,0,0,0,0.4147508
345,0,0,1,0.43930402
346,0,0,0,0.4457123
347,1,1,3,0.4111266
348,0,0,0,0.43592986
349,0,0,0,0.4291563
350,0,0,0,0.45825118
351,0,0,0,0.41708824
352,0,0,0,0.51159346
353,0,0,0,0.511007
354,0,0,0,0.43312806
355,0,0,0,0.46374413
356,0,0,1,0.49485663
357,1,1,3,0.39705706
358,0,0,0,0.36539596
359,0,0,0,0.53978294
360,1,1,3,0.35934895
361,0,0,0,0.29759994
362,0,0,0,0.38713932
363,1,1,3,0.45068845
364,0,0,0,0.4845047
365,0,0,0,0.4583555
366,0,0,0,0.41758835
367,1,1,2,0.5067835
368,0,0,0,0.5176501
369,0,0,0,0.3605683
370,0,0,0,0.42609173
371,0,0,0,0.37365246
372,1,1,3,0.4261023
373,0,0,0,0.4202826
374,0,0,0,0.35573298
375,0,0,0,0.4529303
376,0,0,1,0.47716668
377,0,0,0,0.4084916
378,0,0,0,0.3854128
379,0,0,0,0.38406312
380,0,0,0,0.35208824
381,0,0,0,0.43040347
382,0,0,0,0.4723202
383,0,0,0,0.39341825
384,0,0,0,0.43743056
385,0,0,0,0.40589118
386,0,0,0,0.4571687
387,0,0,0,0.44356924
388,1,1,3,0.5336191
389,0,0,0,0.39628035
390,0,0,0,0.49712062
391,0,0,0,0.4645946
392,0,0,0,0.47920048
393,1,1,3,0.4789459
394,0,0,0,0.35473835
395,0,0,0,0.48787132
396,0,0,0,0.4019692
397,0,0,0,0.4662396
398,1,1,3,0.39551315
399,0,0,0,0.3857231
400,0,0,0,0.38722882
401,0,0,0,0.33389086
402,0,0,0,0.38910666
403,0,0,0,0.46086618
404,1,1,3,0.3871544
405,0,0,0,0.3700223
406,0,0,0,0.47312936
407,0,0,0,0.467778
408,0,0,0,0.40906408
409,0,0,0,0.39929962
410,0,0,0,0.36879468
411,0,0,0,0.4459558
412,0,0,0,0.37956566
413,0,0,0,0.3158068
414,1,1,3,0.47340083
415,0,0,0,0.40222076
416,0,0,0,0.37858003
417,1,1,3,0.47378117
418,0,0,0,0.43736327
419,1,1,3,0.45073923
420,1,1,3,0.3649669
421,0,0,0,0.38498822
422,0,0,0,0.3460241
423,0,0,0,0.41533047
424,1,1,3,0.46017694
425,0,0,1,0.46361762
426,0,0,0,0.44363606
427,1,1,3,0.43356395
428,0,0,0,0.39205143
429,0,0,0,0.38186222
430,0,0,0,0.39473528
431,0,0,0,0.47145367
432,0,0,0,0.4839865
433,0,0,0,0.3374185
434,0,0,0,0.46979916
435,1,1,3,0.46320444
436,0,0,0,0.46750364
437,1,1,2,0.37558144
438,0,0,0,0.44361302
439,0,0,0,0.65814126
440,1,1,3,0.46462226
441,1,1,2,0.4738134
442,0,0,0,0.406967
443,1,1,3,0.5325978
444,0,0,0,0.39279604
445,1,1,3,0.40379888
446,1,1,3,0.41588962
447,0,0,0,0.35637012
448,0,0,0,0.3880855
449,0,0,0,0.4492283
450,0,0,0,0.38023585
451,0,0,0,0.46484545
452,0,0,0,0.5082871
453,0,0,0,0.450885
454,0,0,0,0.40933913
455,0,0,0,0.44804177
456,1,1,3,0.44766754
457,0,0,0,0.46658134
458,1,1,3,0.37717825
459,0,0,0,0.38316736
460,1,1,3,0.46143383
461,0,0,0,0.47074318
462,0,0,0,0.3443107
463,0,0,0,0.53524446
464,1,1,3,0.3745309
465,1,1,3,0.35444394
466,0,0,0,0.37267417
467,0,0,0,0.4789805
468,1,1,3,0.45797414
469,0,0,0,0.42166865
470,1,1,3,0.4452746
471,0,0,0,0.38977775
472,0,0,0,0.47708678
473,0,0,0,0.4644159
474,0,0,0,0.5206556
475,0,0,1,0.49110663
476,0,0,0,0.34307656
477,0,0,0,0.42721638
478,0,0,0,0.41703308
479,0,0,0,0.433281
480,0,0,0,0.46297002
481,1,1,3,0.53715676
482,1,1,3,0.3840974
483,1,1,3,0.3742261
484,1,1,3,0.45407552
485,0,0,0,0.41184098
486,0,0,0,0.45231083
487,1,1,3,0.40941167
488,0,0,1,0.45021373
489,0,0,0,0.42500222
490,0,0,0,0.39414817
491,0,0,1,0.39163944
492,1,1,3,0.3363175
493,0,0,0,0.4431255
494,0,0,0,0.37744367
495,1,1,3,0.39393336
496,0,0,0,0.38646138
497,0,0,0,0.31026548
498,0,0,0,0.43697914
499,1,1,3,0.61176157
500,0,0,0,0.4503919
501,0,0,0,0.37306368
502,0,0,0,0.34994507
503,0,0,0,0.46243072
504,1,1,3,0.39654964
505,0,0,0,0.37299
506,1,1,3,0.45142797
507,1,1,3,0.45607275
508,1,1,3,0.38561803
509,0,0,0,0.40578175
510,0,0,0,0.4623068
511,0,0,0,0.3371166
512,0,0,0,0.5066613
513,1,1,3,0.51170474
514,1,1,3,0.40014195
515,0,0,0,0.36917728
516,0,0,0,0.4697198
517,0,0,0,0.338381
518,0,0,0,0.47103226
519,0,0,0,0.50292695
520,0,0,0,0.45536646
521,0,0,0,0.5363745
522,0,0,0,0.5056236
523,0,0,0,0.55267346
524,0,0,0,0.45739514
525,1,1,3,0.43756545
526,0,0,0,0.40515456
527,0,0,0,0.4496063
528,0,0,0,0.3675546
529,0,0,0,0.49468026
530,0,0,0,0.46943998
531,0,0,0,0.49350178
532,1,1,3,0.30189085
533,1,1,3,0.34116006
534,1,1,3,0.4655549
535,0,0,0,0.61013293
536,0,0,0,0.43522215
537,1,1,3,0.41551608
538,0,0,0,0.38945395
539,1,1,3,0.39197454
540,1,1,3,0.41744614
541,0,0,0,0.39209598
542,1,1,3,0.47852528
543,0,0,0,0.33959818
544,1,1,3,0.3916757
545,0,0,0,0.52134395
546,0,0,0,0.4192475
547,0,0,0,0.43513942
548,1,1,3,0.42226732
549,0,0,0,0.470196
550,0,0,0,0.5308865
551,1,1,3,0.46741953
552,0,0,0,0.4233362
553,0,0,0,0.4632644
554,1,1,3,0.38994843
555,0,0,0,0.4515974
556,0,0,0,0.5651533
557,0,0,0,0.36461705
558,0,0,0,0.54468477
559,0,0,0,0.35971737
560,0,0,0,0.32415536
561,0,0,0,0.4958739
562,0,0,0,0.46560568
563,0,0,0,0.5423623
564,0,0,0,0.42071933
565,1,1,3,0.5028484
566,1,1,3,0.35695896
567,0,0,0,0.47088608
568,0,0,0,0.45503753
569,0,0,0,0.34902194
570,1,1,3,0.41133982
571,0,0,0,0.47963816
572,0,0,0,0.48726004
573,0,0,0,0.3402987
574,0,0,0,0.46391732
575,1,1,3,0.40721595
576,0,0,0,0.42754915
577,0,0,0,0.5413929
578,0,0,0,0.402406
579,1,1,3,0.40246016
580,0,0,0,0.40338698
581,0,0,0,0.4139976
582,0,0,0,0.3808058
583,0,0,0,0.41111195
584,0,0,0,0.4854949
585,0,0,0,0.5151808
586,0,0,0,0.44097906
587,0,0,0,0.4517097
588,0,0,0,0.43332818
589,0,0,0,0.42687598
590,1,1,3,0.41452774
591,0,0,0,0.3512038
592,0,0,0,0.560709
593,0,0,0,0.47835553
594,0,0,0,0.46114382
595,0,0,0,0.40282297
596,0,0,0,0.46651357
597,0,0,0,0.60695624
598,0,0,0,0.42555308
599,0,0,1,0.48920327
600,1,1,3,0.55123967
601,1,1,3,0.4530357
602,0,0,0,0.545558
603,0,0,1,0.40531892
604,1,1,3,0.4152401
605,0,0,0,0.38184643
606,0,0,0,0.44578928
607,1,1,2,0.40219384
608,0,0,0,0.4288509
609,0,0,0,0.43892694
610,1,1,3,0.44894013
611,1,1,3,0.4346545
612,0,0,0,0.47202343
613,0,0,0,0.49255657
614,0,0,0,0.41074252
615,0,0,0,0.46799958
616,1,1,3,0.37949258
617,0,0,1,0.4620322
618,0,0,0,0.44810218
619,1,1,3,0.4858548
620,1,1,2,0.44289225
621,0,0,0,0.44360667
622,0,0,0,0.3854287
623,0,0,1,0.47070462
624,0,0,0,0.46937013
625,1,1,3,0.40898478
626,0,0,0,0.46947885
627,1,1,3,0.40659708
628,0,0,0,0.36495537
629,0,0,0,0.39059016
630,1,1,3,0.39241335
631,1,1,3,0.42278463
632,0,0,0,0.47688323
633,0,0,0,0.486974
634,0,0,0,0.34503305
635,0,0,0,0.4001119
636,0,0,0,0.38930494
637,1,1,3,0.4272852
638,0,0,0,0.3916123
639,0,0,0,0.47588933
640,0,0,0,0.44419324
641,0,0,0,0.47768342
642,0,0,0,0.4436309
643,1,1,3,0.4231435
644,1,1,3,0.46482104
645,0,0,0,0.37051445
646,0,0,0,0.3633752
647,0,0,1,0.37742162
648,0,0,0,0.3984871
649,1,1,3,0.46822697
650,0,0,0,0.5178232
651,1,1,3,0.39172488
652,0,0,0,0.49144885
653,0,0,0,0.45759863
654,0,0,0,0.4714096
655,1,1,3,0.41443247
656,0,0,0,0.41526085
657,0,0,0,0.32154343
658,0,0,0,0.3898509
659,0,0,0,0.3990826
660,0,0,0,0.4927351
661,1,1,3,0.43620822
662,0,0,0,0.38450158
663,0,0,0,0.46761292
664,0,0,0,0.4636312
665,0,0,0,0.40244853
666,0,0,0,0.43143696
667,0,0,0,0.43664506
668,0,0,0,0.46400464
669,0,0,0,0.52170485
670,0,0,0,0.43446055
671,0,0,0,0.40448537
672,0,0,0,0.40790516
673,0,0,0,0.46379632
674,0,0,0,0.49064198
675,0,0,0,0.36130697
676,0,0,0,0.34864733
677,0,0,0,0.44248018
678,0,0,0,0.42794254
679,1,1,3,0.37776792
680,0,0,0,0.57917905
681,0,0,0,0.48695564
682,0,0,0,0.47792718
683,0,0,0,0.32408237
684,0,0,0,0.5179724
685,0,0,0,0.3796652
686,1,1,3,0.41069493
687,0,0,0,0.42701578
688,0,0,0,0.4208343
689,0,0,0,0.36218065
690,0,0,0,0.42726213
691,0,0,0,0.4377039
692,0,0,0,0.39192075
693,0,0,0,0.3698266
694,0,0,0,0.40457916
695,0,0,0,0.42628205
696,1,1,3,0.52260256
697,0,0,0,0.46025383
698,1,1,2,0.36964232
699,1,1,3,0.422364
700,0,0,0,0.49175724
701,0,0,0,0.47915083
702,0,0,0,0.45749682
703,0,0,0,0.5276483
704,0,0,0,0.35410076
705,0,0,0,0.48663962
706,0,0,0,0.36393923
707,1,1,3,0.47657043
708,1,1,3,0.4793582
709,0,0,0,0.457994
710,0,0,0,0.47838354
711,1,1,3,0.39196026
712,0,0,0,0.38570467
713,0,0,0,0.45751613
714,0,0,0,0.4813254
715,0,0,0,0.47474122
716,0,0,0,0.49542913
717,0,0,0,0.442644
718,0,0,0,0.46897906
719,0,0,0,0.44138455
720,0,0,0,0.43640554
721,1,1,3,0.50768507
722,0,0,0,0.4074867
723,0,0,0,0.45420206
724,0,0,0,0.43335626
725,0,0,0,0.3978599
726,0,0,0,0.42501283
727,0,0,0,0.45451468
728,1,1,3,0.39815027
729,1,1,3,0.42106646
730,1,1,2,0.3215008
731,0,0,1,0.38830054
732,0,0,0,0.4914211
733,0,0,0,0.37958664
734,0,0,0,0.43607897
735,0,0,0,0.47548014
736,1,1,3,0.3968588
737,1,1,3,0.3758266
738,0,0,0,0.5088327
739,1,1,2,0.5028334
740,0,0,0,0.34539217
741,0,0,0,0.4884997
742,0,0,0,0.31372705
743,0,0,0,0.35546649
744,0,0,0,0.388281
745,1,1,3,0.4912343
746,0,0,0,0.42447174
747,0,0,0,0.43776286
748,0,0,0,0.41378933
749,1,1,3,0.60418916
750,0,0,0,0.41124082
751,0,0,0,0.39462242
752,0,0,0,0.45380124
753,1,1,3,0.38063097
754,0,0,0,0.46243653
755,0,0,0,0.43056244
756,1,1,3,0.37336776
757,0,0,0,0.41758764
758,1,1,3,0.43760282
759,1,1,3,0.4701141
760,0,0,1,0.3603894
761,0,0,1,0.41102698
762,0,0,0,0.5223613
763,0,0,0,0.5356738
764,0,0,0,0.37537932
765,0,0,0,0.4099665
766,0,0,0,0.36970335
767,0,0,0,0.42807677
768,0,0,0,0.44916552
769,0,0,1,0.46357214
770,0,0,0,0.4795578
771,1,1,3,0.34471864
772,0,0,0,0.41208446
773,0,0,0,0.420408
774,0,0,0,0.36494562
775,0,0,0,0.49160135
776,1,1,3,0.42311722
777,1,1,3,0.372881
778,0,0,0,0.4164399
779,0,0,0,0.5440086
780,0,0,0,0.3711517
781,0,0,0,0.531622
782,0,0,0,0.45393997
783,0,0,0,0.40688235
784,0,0,0,0.35469633
785,0,0,0,0.38624257
786,0,0,0,0.36276293
787,0,0,0,0.4616149
788,0,0,0,0.430789
789,1,1,3,0.40895203
790,0,0,0,0.42187756
791,0,0,0,0.4212832
792,0,0,0,0.4113844
793,0,0,0,0.4634978
794,1,1,3,0.5243186
795,0,0,0,0.44564113
796,0,0,0,0.36475164
797,0,0,0,0.4765554
798,0,0,0,0.464542
799,0,0,0,0.42051792
800,0,0,0,0.3736034
801,1,1,3,0.47961354
802,0,0,0,0.31793094
803,0,0,0,0.4955296
804,0,0,0,0.46557093
805,0,0,0,0.42524624
806,0,0,0,0.4062078
807,0,0,0,0.3392849
808,1,1,3,0.43370312
809,0,0,0,0.37783015
810,1,1,3,0.4287121
811,1,1,3,0.5203906
812,0,0,0,0.45039436
813,0,0,0,0.4250086
814,0,0,0,0.39797142
815,0,0,0,0.41449273
816,0,0,1,0.4327163
817,0,0,0,0.46177164
818,1,1,3,0.46292186
819,0,0,0,0.3820075
820,0,0,0,0.43370295
821,0,0,0,0.38643008
822,1,1,3,0.3620504
823,0,0,0,0.47676885
824,0,0,0,0.4657374
825,1,1,3,0.40111592
826,0,0,0,0.5181659
827,0,0,0,0.5032034
828,0,0,1,0.5281276
829,0,0,0,0.50746214
830,0,0,0,0.37866676
831,0,0,0,0.44797182
832,0,0,0,0.31271368
833,0,0,0,0.3641814
834,1,1,3,0.4511286
835,0,0,0,0.4263936
836,1,1,2,0.36817026
837,0,0,0,0.38003945
838,1,1,3,0.38726127
839,0,0,0,0.46713054
840,0,0,0,0.45820558
841,0,0,0,0.34914708
842,1,1,3,0.506374
843,0,0,0,0.41002604
844,1,1,3,0.4387182
845,0,0,0,0.45205867
846,0,0,0,0.34619153
847,0,0,0,0.45095524
848,0,0,0,0.34469467
849,0,0,0,0.4543264
850,0,0,0,0.44466668
851,0,0,0,0.42363703
852,0,0,0,0.4383688
853,0,0,0,0.5336485
854,1,1,3,0.47984493
855,0,0,0,0.46852797
856,0,0,0,0.40286046
857,0,0,0,0.50276226
858,0,0,1,0.5395942
859,0,0,0,0.35918415
860,0,0,0,0.4964619
861,0,0,0,0.3813419
862,0,0,0,0.40313512
863,1,1,3,0.436207
864,0,0,0,0.3815329
865,0,0,0,0.33469778
866,1,1,3,0.42879385
867,1,1,3,0.4094977
868,0,0,0,0.43123868
869,0,0,0,0.4313806
870,0,0,0,0.41898236
871,1,1,3,0.57868564
872,0,0,0,0.3820508
873,0,0,0,0.47810984
874,0,0,0,0.42168736
875,1,1,3,0.43345213
876,0,0,0,0.41780868
877,0,0,0,0.31974405
878,0,0,0,0.44882125
879,0,0,0,0.39822334
880,0,0,0,0.50421965
881,0,0,0,0.42383707
882,0,0,0,0.44872612
883,0,0,0,0.43449128
884,0,0,0,0.4822141
885,0,0,0,0.44123045
886,0,0,0,0.48942307
887,0,0,0,0.45609343
888,1,1,3,0.4427607
889,0,0,0,0.50328135
890,0,0,0,0.39921346
891,1,1,3,0.44569427
892,0,0,0,0.36422256
893,1,1,3,0.39017874
894,1,1,3,0.3935202
895,0,0,0,0.41989285
896,0,0,0,0.4280163
897,0,0,0,0.41913342
898,0,0,0,0.4914621
899,1,1,3,0.36868483
900,0,0,0,0.51229084
901,1,1,3,0.55588555
902,0,0,0,0.449007
903,0,0,0,0.494045
904,1,1,2,0.45434347
905,0,0,0,0.38918686
906,0,0,0,0.44919205
907,0,0,0,0.3936684
908,1,1,3,0.39967033
909,0,0,0,0.3558172
910,0,0,0,0.34985974
911,0,0,0,0.40816376
912,0,0,0,0.5242744
913,0,0,0,0.43065238
914,0,0,0,0.45447487
915,0,0,0,0.40879864
916,0,0,0,0.3884779
917,0,0,0,0.45771876
918,0,0,0,0.5599902
919,1,1,3,0.4455605
920,1,1,3,0.4678235
921,0,0,0,0.47393996
922,0,0,0,0.44285953
923,0,0,0,0.38600188
924,0,0,0,0.43775034
925,1,1,3,0.45180142
926,0,0,0,0.35699028
927,1,1,3,0.3952572
928,0,0,0,0.44423094
929,0,0,0,0.4797834
930,1,1,3,0.39012015
931,0,0,0,0.53973424
932,1,1,3,0.47819632
933,0,0,0,0.4980682
934,0,0,0,0.48757675
935,0,0,0,0.46011704
936,0,0,0,0.45009354
937,0,0,0,0.5990613
938,1,1,2,0.48384574
939,0,0,0,0.61443925
940,1,1,3,0.45733675
941,0,0,0,0.4151506
942,0,0,0,0.3948423
943,0,0,0,0.437797
944,0,0,0,0.39056262
945,0,0,0,0.5082929
946,0,0,0,0.35734564
947,0,0,0,0.39387769
948,0,0,1,0.3149324
949,0,0,0,0.5128243
950,0,0,0,0.46594453
951,0,0,0,0.589201
952,0,0,0,0.47925657
953,1,1,3,0.4218345
954,0,0,0,0.46266508
955,1,1,3,0.46139532
956,0,0,1,0.51187
957,0,0,0,0.4823159
958,1,1,3,0.4530558
959,0,0,0,0.34041175
960,0,0,0,0.5751438
961,0,0,0,0.42094067
962,0,0,0,0.43123263
963,0,0,0,0.40943617
964,0,0,0,0.3582706
965,0,0,0,0.450499
966,0,0,0,0.46089357
967,0,0,0,0.4224199
968,0,0,0,0.33310604
969,1,1,3,0.4910711
970,0,0,0,0.43684894
971,0,0,0,0.43308952
972,0,0,0,0.43323576
973,0,0,0,0.48522806
974,0,0,1,0.40370575
975,0,0,0,0.40767378
976,0,0,0,0.4222909
977,0,0,0,0.3328675
978,0,0,0,0.4365896
979,0,0,0,0.50710833
980,0,0,0,0.4622442
981,0,0,0,0.42426908
982,0,0,0,0.51264703
983,0,0,0,0.42015493
984,1,1,3,0.43390742
985,1,1,3,0.45818406
986,0,0,0,0.53291756
987,0,0,0,0.47143084
988,0,0,0,0.45653635
989,0,0,0,0.42693335
990,0,0,0,0.3860647
991,0,0,0,0.42922068
992,0,0,0,0.4265349
993,1,1,3,0.49556738
994,0,0,0,0.4459416
995,0,0,0,0.42851734
996,0,0,0,0.5193609
997,0,0,0,0.41480768
998,0,0,0,0.4497949
999,0,0,0,0.3976124
