,labels,predictions,aux_labels,loss,grad_norm
148,0,0,0,1.1444026313256472e-05,0.00033631013
149,0,0,0,1.3232143828645349e-05,0.0005367088
150,1,1,3,0.00014077626110520214,0.0057371613
151,0,0,0,3.814689989667386e-06,0.00014372982
152,0,0,0,4.8636207793606445e-05,0.0018859152
153,1,1,3,5.960462772236497e-07,2.4154733e-05
154,0,0,0,4.410734163684538e-06,0.00014977506
155,0,0,1,2.7418097943154862e-06,9.38043e-05
156,0,0,1,5.590759246842936e-05,0.0015414021
157,0,0,0,7.629365427419543e-06,0.00024059214
158,0,0,0,1.1920928244535389e-07,4.2649076e-06
159,0,0,0,0.00014506718434859067,0.004888158
160,1,1,3,4.768370445162873e-07,1.8378541e-05
161,1,1,2,2.3841855067985307e-07,7.6275865e-06
162,0,0,0,2.3841855067985307e-07,9.897301e-06
163,1,1,3,4.768370445162873e-07,1.906803e-05
164,0,0,0,5.125986263010418e-06,0.00018215553
165,0,0,0,3.576272320060525e-06,0.00012410081
166,0,0,0,3.4570634852570947e-06,0.000113550355
167,0,0,0,0.00014506718434859067,0.005884804
168,1,1,3,-0.0,7.377825e-07
169,0,0,0,2.1576648578047752e-05,0.00073482323
170,0,0,0,4.768370445162873e-07,1.8648705e-05
171,1,1,3,3.2066785934148356e-05,0.0010213869
172,0,0,1,2.312633478140924e-05,0.0009449431
173,0,0,0,1.0728830375228426e-06,3.569052e-05
174,0,0,0,2.3841855067985307e-07,8.437361e-06
175,0,0,0,9.775113539944869e-06,0.0003770541
176,1,1,3,0.00012313561455812305,0.0044889716
177,0,0,0,0.00024399164249189198,0.009447669
178,0,0,0,4.815939246327616e-05,0.0015415655
179,0,0,0,0.0008930747280828655,0.026105002
180,0,0,0,3.576278118089249e-07,1.4151239e-05
181,1,1,3,0.00015090756642166525,0.0052070185
182,0,0,0,3.576278118089249e-07,1.1351321e-05
183,1,1,3,2.0503786799963564e-05,0.00066217995
184,0,0,0,0.00028975578607060015,0.011563495
185,1,1,3,5.960462772236497e-07,2.6681415e-05
186,0,0,0,1.5497195136049413e-06,4.993264e-05
187,0,0,0,1.1920928244535389e-07,3.9959227e-06
188,0,0,0,3.158996332786046e-05,0.0009577638
189,0,0,0,0.0001399419124936685,0.004581858
190,0,0,0,5.960462772236497e-07,2.0493333e-05
191,0,0,0,0.00010573305189609528,0.002965167
192,0,0,0,3.814689989667386e-06,0.00015368895
193,0,0,0,-0.0,7.064787e-07
194,0,0,0,-0.0,9.141363e-07
195,0,0,0,5.722029527532868e-06,0.00017475964
196,0,0,0,1.1920928244535389e-07,4.2980423e-06
197,0,0,0,1.07287787614041e-05,0.00037884968
198,1,1,3,5.364403477869928e-06,0.00015656011
199,0,0,0,0.00025555206229910254,0.007792953
200,0,0,0,4.529942543740617e-06,0.00014807396
201,0,0,0,2.3841830625315197e-06,7.188272e-05
202,1,1,2,1.1920928244535389e-07,4.2843453e-06
203,1,1,3,3.6954811548639555e-06,0.00011139582
204,0,0,0,2.0265558760002023e-06,6.306249e-05
205,0,0,0,4.410734163684538e-06,0.00013540279
206,0,0,0,1.5497195136049413e-06,5.3941003e-05
207,0,0,0,-0.0,3.7813183e-07
208,0,0,0,0.0003474347176961601,0.0114529915
209,0,0,0,0.00012981049076188356,0.0033549645
210,0,0,0,8.928377064876258e-05,0.0029744073
211,1,1,3,0.00018475732940714806,0.008426975
212,0,0,0,5.364403477869928e-06,0.00021711257
213,0,0,0,4.768370445162873e-07,1.6476377e-05
214,0,0,0,3.2782016205601394e-05,0.001366451
215,0,0,0,-0.0,8.8584693e-07
216,0,0,0,2.8967437174287625e-05,0.00096530496
217,1,1,3,3.2186455882765586e-06,0.00010831632
218,0,0,0,8.940656698541716e-06,0.0003187275
219,0,0,0,1.7881377516459906e-06,6.237569e-05
220,0,0,0,9.536738616588991e-07,3.0358757e-05
221,0,0,0,2.7418097943154862e-06,9.51761e-05
222,0,0,0,5.960462772236497e-07,2.3801735e-05
223,0,0,0,2.610649426060263e-05,0.00083518744
224,0,0,0,1.0013530300057027e-05,0.000438155
225,1,1,3,4.649054244509898e-05,0.0015512675
226,0,0,0,3.2186455882765586e-06,0.0001173658
227,0,0,0,1.4305104514278355e-06,5.0277304e-05
228,0,0,0,5.960462772236497e-07,2.5445994e-05
229,0,0,0,0.0001512651506345719,0.006096126
230,0,0,0,0.00011216964776394889,0.003095571
231,0,0,0,2.706014311115723e-05,0.0009078366
232,0,0,0,1.4066597032069694e-05,0.00050998514
233,0,0,0,7.152555099310121e-07,2.3718156e-05
234,0,0,0,2.861018856492592e-06,8.396388e-05
235,0,0,0,1.7046782886609435e-05,0.00054632436
236,0,0,0,3.2186455882765586e-06,0.00011778599
237,0,0,0,3.4570634852570947e-06,0.00012995616
238,0,0,0,4.768370445162873e-07,1.6328575e-05
239,0,0,0,7.152531907195225e-06,0.00023328487
240,0,0,0,1.311301275563892e-06,5.4718694e-05
241,0,0,0,1.3708974620385561e-05,0.0004425585
242,0,0,0,5.5549986427649856e-05,0.002097439
243,0,0,0,2.6702524337451905e-05,0.0010086255
244,1,1,3,0.0018210508860647678,0.048604257
245,0,0,0,-0.0,6.303424e-08
246,1,1,3,7.152555099310121e-07,2.3728306e-05
247,0,0,0,0.00020466140995267779,0.0077605555
248,0,0,0,1.4305104514278355e-06,4.7871334e-05
249,1,1,3,1.6927575416048057e-05,0.00058529375
250,1,1,3,1.2040065485052764e-05,0.00040831257
251,0,0,0,2.145764938177308e-06,6.507429e-05
252,0,0,0,1.1920928244535389e-07,4.0205036e-06
253,1,1,3,5.960462772236497e-07,2.5250198e-05
254,0,0,0,-0.0,3.1966982e-07
255,0,0,0,3.576272320060525e-06,0.00014065143
256,0,0,0,5.364403477869928e-06,0.00016511322
257,1,1,3,4.529942543740617e-06,0.00018552443
258,0,0,0,5.960462772236497e-07,1.9808247e-05
259,0,0,0,0.0006370898918248713,0.020219447
260,0,0,0,9.798523387871683e-05,0.0038587244
261,1,1,3,1.1086402082582936e-05,0.00030688703
262,0,0,0,4.541770613286644e-05,0.0019769205
263,0,0,0,7.152555099310121e-07,2.2668855e-05
264,0,0,0,5.304672595229931e-05,0.0017263547
265,0,0,0,0.00037531962152570486,0.011886862
266,0,0,0,0.00014375607133843005,0.0048044967
267,0,0,0,2.2649508537142538e-05,0.0009333603
268,0,0,0,4.172316494077677e-06,0.00015346773
269,0,0,0,1.1920928244535389e-07,3.7518932e-06
270,0,0,0,2.50339189733495e-06,7.973449e-05
271,1,1,3,1.1920928244535389e-07,4.016458e-06
272,0,0,0,1.0490362910786644e-05,0.00040381495
273,1,1,2,1.2755313036905136e-05,0.00047433408
274,1,1,3,0.00017331528943032026,0.0042962474
275,1,1,3,5.4238757002167404e-05,0.0017047365
276,0,0,1,0.0008291144040413201,0.026124705
277,1,1,3,2.0265373677830212e-05,0.0007000017
278,0,0,0,1.3828182090946939e-05,0.00047287272
279,1,1,3,4.3748852476710454e-05,0.0014875093
280,0,0,0,1.3828182090946939e-05,0.00052505994
281,0,0,0,1.2755313036905136e-05,0.00042457096
282,1,1,3,6.318072337307967e-06,0.00023647005
283,0,0,0,1.2874520507466514e-05,0.00037129238
284,1,1,3,1.3232143828645349e-05,0.0003901878
285,0,0,0,2.0861407392658293e-05,0.0007830653
286,0,0,0,3.58813522325363e-05,0.0012895658
287,0,0,0,9.333651541965082e-05,0.0037580268
288,0,0,0,1.0728830375228426e-06,3.8733753e-05
289,0,0,0,1.7881377516459906e-06,6.6267734e-05
290,0,0,0,2.3841855067985307e-07,8.906444e-06
291,0,0,0,1.9073468138230965e-06,7.565008e-05
292,0,0,0,9.035655966727063e-05,0.0033881394
293,0,0,0,7.152555099310121e-07,2.589522e-05
294,1,1,3,8.856858039507642e-05,0.0035954365
295,0,0,0,2.8490614567999728e-05,0.00080140255
296,1,1,2,4.768360213347478e-06,0.00016289535
297,0,0,0,-0.0,9.0142356e-07
298,0,0,0,8.106198947643861e-06,0.00028332873
299,0,0,1,4.565611743601039e-05,0.0016027283
300,0,0,0,8.344646857949556e-07,3.2314452e-05
301,0,0,0,0.00031120702624320984,0.01321746
302,0,0,0,2.13382354559144e-05,0.00097071374
303,0,0,0,3.576278118089249e-07,1.1406564e-05
304,0,0,0,3.886147169396281e-05,0.0015175059
305,1,1,3,1.1920928244535389e-07,4.870259e-06
306,0,0,0,1.1920928244535389e-07,3.6231916e-06
307,1,1,3,4.851700214203447e-05,0.0012608866
308,0,0,0,8.475421054754406e-05,0.0035439162
309,0,0,0,-0.0,6.5165585e-07
310,1,1,3,5.960462772236497e-07,2.7363603e-05
311,0,0,0,2.9802276912960224e-06,9.0535235e-05
312,0,0,0,3.2186455882765586e-06,0.00011558112
313,0,0,0,-0.0,6.728223e-07
314,1,1,3,5.018585216021165e-05,0.0019956601
315,1,1,3,1.1920928244535389e-07,4.794987e-06
316,1,1,3,1.5497195136049413e-06,5.55921e-05
317,0,0,0,3.2186455882765586e-06,9.68001e-05
318,0,0,0,5.435795901576057e-05,0.0022946529
319,0,0,0,2.7418097943154862e-06,9.776312e-05
320,0,0,0,0.0008111285860650241,0.028959092
321,0,0,0,4.768370445162873e-07,1.7111228e-05
322,0,0,0,4.0531076592742465e-06,0.00013127025
323,1,1,3,5.900685573578812e-05,0.0017504117
324,0,0,0,-0.0,6.895541e-07
325,0,0,0,3.576278118089249e-07,1.3700066e-05
326,0,0,0,2.264974000354414e-06,8.433828e-05
327,1,1,3,1.9430925021879375e-05,0.00057447096
328,0,0,0,6.592056161025539e-05,0.0023435692
329,0,0,0,5.483612312673358e-06,0.00017128997
330,0,0,0,1.5497195136049413e-06,6.172863e-05
331,1,1,2,2.3841855067985307e-07,8.662795e-06
332,1,1,3,1.1920922133867862e-06,4.1457206e-05
333,1,1,3,1.311301275563892e-06,4.922312e-05
334,0,0,0,1.966933996300213e-05,0.00062737573
335,0,0,0,1.6689286894688848e-06,5.98184e-05
336,0,0,0,1.5258672647178173e-05,0.00055939733
337,1,1,3,4.100715523236431e-05,0.0011996177
338,1,1,3,0.00025233422638848424,0.010247257
339,0,0,0,8.344646857949556e-07,3.7968875e-05
340,0,0,0,1.7404405298293568e-05,0.0006026109
341,0,0,0,2.455681169521995e-05,0.001145817
342,1,1,3,6.9141146923357155e-06,0.00021496182
343,0,0,0,9.179073458653875e-06,0.00027886633
344,0,0,0,9.536738616588991e-07,3.1823773e-05
345,0,0,1,1.0013530300057027e-05,0.00038182357
346,0,0,0,4.458328112377785e-05,0.0015479004
347,1,1,3,0.0003060825983993709,0.010624158
348,0,0,0,4.088794958079234e-05,0.0014686898
349,0,0,0,4.529942543740617e-06,0.00017105207
350,0,0,0,1.6093124941107817e-05,0.0006024679
351,0,0,0,2.7418097943154862e-06,9.451607e-05
352,0,0,0,1.1920922133867862e-06,5.092273e-05
353,0,0,0,5.972207145532593e-05,0.0025090023
354,0,0,0,8.344646857949556e-07,3.0471481e-05
355,0,0,0,1.0728830375228426e-06,4.2360312e-05
356,0,0,1,4.172238186583854e-05,0.001689583
357,1,1,3,4.529942543740617e-06,0.00014578381
358,0,0,0,0.0014963869471102953,0.046405956
359,0,0,0,1.8596476365928538e-05,0.00076713844
360,1,1,3,1.5139465176616795e-05,0.0004578431
361,0,0,0,7.259582343976945e-05,0.0018269956
362,0,0,0,2.1934269170742482e-05,0.00075071555
363,1,1,3,4.172316494077677e-06,0.00014378449
364,0,0,0,1.1920928244535389e-07,5.3516633e-06
365,0,0,0,3.182837463100441e-05,0.0011889392
366,0,0,0,3.099436753473128e-06,0.0001043816
367,1,1,2,1.7165990357170813e-05,0.000700425
368,0,0,0,2.586808113846928e-05,0.001093215
369,0,0,0,2.3841855067985307e-07,7.745647e-06
370,0,0,0,0.00016056202002801,0.0058977962
371,0,0,0,3.6000557884108275e-05,0.001038968
372,1,1,3,0.00023314618738368154,0.008274013
373,0,0,0,3.71926071238704e-05,0.0012860278
374,0,0,0,6.8662193370983e-05,0.0019497552
375,0,0,0,0.000144709600135684,0.0053568915
376,0,0,1,7.164221460698172e-05,0.0028355164
377,0,0,0,2.3841855067985307e-07,9.767607e-06
378,0,0,0,2.264974000354414e-06,7.929703e-05
379,0,0,0,2.50339189733495e-06,7.6466415e-05
380,0,0,0,4.434487345861271e-05,0.0014198362
381,0,0,0,2.539125671319198e-05,0.0008686555
382,0,0,0,2.3841855067985307e-07,8.912072e-06
383,0,0,0,9.775113539944869e-06,0.0003143136
384,0,0,0,1.6689286894688848e-06,5.9857943e-05
385,0,0,0,1.0728830375228426e-06,3.4540404e-05
386,0,0,0,3.576278118089249e-07,1.4805597e-05
387,0,0,0,2.7418097943154862e-06,9.7049204e-05
388,1,1,3,7.164221460698172e-05,0.0029924305
389,0,0,0,3.3378546504536644e-06,0.00010573866
390,0,0,0,6.556489552167477e-06,0.0002596808
391,0,0,0,1.1920928244535389e-07,4.763008e-06
392,0,0,0,7.271740287251305e-06,0.00029769173
393,1,1,3,3.576278118089249e-07,1.2950761e-05
394,0,0,0,0.0006068295333534479,0.017829632
395,0,0,0,3.290122185717337e-05,0.001362885
396,0,0,0,5.960462772236497e-07,1.9839912e-05
397,0,0,0,4.768370445162873e-07,1.7119568e-05
398,1,1,3,8.344646857949556e-07,2.7588425e-05
399,0,0,0,2.7894584491150454e-05,0.0009126114
400,0,0,0,0.0007457336178049445,0.024285026
401,0,0,0,1.0132738680113107e-05,0.00030506586
402,0,0,0,1.823885577323381e-05,0.00061483466
403,0,0,0,5.8887653722194955e-05,0.0022930766
404,1,1,3,1.311301275563892e-06,4.3014676e-05
405,0,0,0,7.986990567587782e-06,0.00026552245
406,0,0,0,4.8993817472364753e-05,0.002030671
407,0,0,0,1.1920928244535389e-07,5.063381e-06
408,0,0,0,6.079655122448457e-06,0.00019300995
409,0,0,0,0.0004378790326882154,0.014602559
410,0,0,0,1.8954096958623268e-05,0.00056490133
411,0,0,0,2.3841855067985307e-07,8.942688e-06
412,0,0,0,8.344646857949556e-07,2.763489e-05
413,0,0,0,0.00015746307326480746,0.0040816856
414,1,1,3,1.1920922133867862e-06,4.7490583e-05
415,0,0,0,1.4305104514278355e-06,4.960723e-05
416,0,0,0,8.22540732769994e-06,0.0002570607
417,1,1,3,8.344646857949556e-07,3.6504796e-05
418,0,0,0,6.556489552167477e-06,0.00023238898
419,1,1,3,1.4305104514278355e-06,5.137997e-05
420,1,1,3,1.0371154530730564e-05,0.00032324682
421,0,0,0,4.768370445162873e-07,1.475249e-05
422,0,0,0,0.00015245705435518175,0.0040020146
423,0,0,0,7.033323527139146e-06,0.00023428652
424,1,1,3,1.5497195136049413e-06,6.510902e-05
425,0,0,1,4.768370445162873e-07,1.8551655e-05
426,0,0,0,1.1920928244535389e-07,4.3546092e-06
427,1,1,3,8.344646857949556e-07,3.0337955e-05
428,0,0,0,9.536738616588991e-07,3.0769672e-05
429,0,0,0,7.390948667307384e-06,0.00022685852
430,0,0,0,2.4914430468925275e-05,0.0007796133
431,0,0,0,2.50339189733495e-06,0.0001037218
432,0,0,0,-0.0,6.519626e-07
433,0,0,0,8.594620157964528e-05,0.0022416103
434,0,0,0,3.933898824470816e-06,0.00014352945
435,1,1,3,1.823885577323381e-05,0.00066852715
436,0,0,0,5.2689116273541003e-05,0.0019971807
437,1,1,2,6.913899414939806e-05,0.0019980643
438,0,0,0,1.156323378381785e-05,0.0004047378
439,0,0,0,1.6569954823353328e-05,0.00086560065
440,1,1,3,3.504691630951129e-05,0.0013916959
441,1,1,2,1.7523612768854946e-05,0.0006747831
442,0,0,0,2.2649508537142538e-05,0.0007652007
443,1,1,3,1.1920928244535389e-07,5.1791967e-06
444,0,0,0,8.940656698541716e-06,0.00030014114
445,1,1,3,3.576272320060525e-06,0.00012702914
446,1,1,3,2.95634672511369e-05,0.0009889628
447,0,0,0,9.321732068201527e-05,0.0025670398
448,0,0,0,1.1920858014491387e-05,0.00040064057
449,0,0,0,0.0008490057080052793,0.03136986
450,0,0,0,0.0008432884933426976,0.027573228
451,0,0,0,3.194758028257638e-05,0.001287556
452,0,0,0,1.2040065485052764e-05,0.0004957258
453,0,0,0,4.172316494077677e-06,0.00017028554
454,0,0,0,7.152555099310121e-07,2.3190321e-05
455,0,0,0,9.536738616588991e-07,3.2256587e-05
456,1,1,3,1.0728830375228426e-06,3.9279454e-05
457,0,0,0,1.1920928244535389e-07,4.7939175e-06
458,1,1,3,5.447716102935374e-05,0.0017028984
459,0,0,0,7.152555099310121e-07,2.1398615e-05
460,1,1,3,1.9073468138230965e-06,7.724841e-05
461,0,0,0,4.529942543740617e-06,0.00016886294
462,0,0,0,1.8596476365928538e-05,0.00054205954
463,0,0,0,-0.0,5.103813e-07
464,1,1,3,5.8412379075889476e-06,0.00018343367
465,1,1,3,0.00022396916756406426,0.0072266185
466,0,0,0,9.179073458653875e-06,0.00027026003
467,0,0,0,1.1920928244535389e-07,4.082559e-06
468,1,1,3,7.843663479434326e-05,0.0027892464
469,0,0,0,4.291525328881107e-06,0.00016098253
470,1,1,3,8.106198947643861e-06,0.0003027513
471,0,0,0,1.07287787614041e-05,0.00034077934
472,0,0,0,9.524368942948058e-05,0.0036783412
473,0,0,0,3.576278118089249e-07,1.3348196e-05
474,0,0,0,8.725739462533966e-05,0.0034922021
475,0,0,1,7.748573807475623e-06,0.00032247868
476,0,0,0,2.253030106658116e-05,0.0006530491
477,0,0,0,0.0001805857609724626,0.006702899
478,0,0,0,1.6689286894688848e-06,5.5316792e-05
479,0,0,0,9.250213042832911e-05,0.0034166411
480,0,0,0,3.576278118089249e-07,1.3709894e-05
481,1,1,3,4.768370445162873e-07,2.127615e-05
482,1,1,3,0.00010358751023886725,0.003113421
483,1,1,3,1.5497195136049413e-06,5.2389623e-05
484,1,1,3,2.7418097943154862e-06,9.8266195e-05
485,0,0,0,7.533743337262422e-05,0.002626512
486,0,0,0,2.3841855067985307e-07,8.597511e-06
487,1,1,3,1.7881377516459906e-06,6.181346e-05
488,0,0,1,7.462222856702283e-05,0.0027819034
489,0,0,0,8.106198947643861e-06,0.00029344182
490,0,0,0,4.768370445162873e-07,1.5509519e-05
491,0,0,1,0.0005029367166571319,0.017200932
492,1,1,3,6.318072337307967e-06,0.00017690484
493,0,0,0,1.4305104514278355e-06,5.134564e-05
494,0,0,0,0.00019178935326635838,0.0058333618
495,1,1,3,4.768360213347478e-06,0.00015303865
496,0,0,0,4.768370445162873e-07,1.605727e-05
497,0,0,0,2.586808113846928e-05,0.00065818685
498,0,0,0,1.0728830375228426e-06,3.9158844e-05
499,1,1,3,3.0636318115284666e-05,0.0014671042
500,0,0,0,1.680836794548668e-05,0.0006311657
501,0,0,0,8.964136941358447e-05,0.0025831694
502,0,0,0,2.622600959512056e-06,9.2236274e-05
503,0,0,0,4.8397800128441304e-05,0.0019068334
504,1,1,3,3.635817120084539e-05,0.0011098788
505,0,0,0,2.074220174108632e-05,0.0006373287
506,1,1,3,1.1920928244535389e-07,5.0278013e-06
507,1,1,3,0.0004530118894763291,0.018069226
508,1,1,3,3.4927710657939315e-05,0.0010560781
509,0,0,0,1.490105023549404e-05,0.00055383926
510,0,0,0,5.960462772236497e-07,2.3695195e-05
511,0,0,0,8.22540732769994e-06,0.00022846322
512,0,0,0,2.0265558760002023e-06,8.192566e-05
513,1,1,3,1.7165990357170813e-05,0.0007107734
514,1,1,3,2.9802276912960224e-06,9.605692e-05
515,0,0,0,0.00010466027742950246,0.003362245
516,0,0,0,2.372236667724792e-05,0.0008776529
517,0,0,0,1.9311717551317997e-05,0.00052719965
518,0,0,0,7.629365427419543e-06,0.0002800729
519,0,0,0,6.723177648382261e-05,0.0026876663
520,0,0,0,3.933898824470816e-06,0.00015425641
521,0,0,0,9.536738616588991e-07,4.2304917e-05
522,0,0,0,9.536738616588991e-07,3.844938e-05
523,0,0,0,2.3841855067985307e-07,1.0665839e-05
524,0,0,0,2.3841855067985307e-07,9.3947065e-06
525,1,1,3,1.8715683836489916e-05,0.0006403019
