,labels,aux_labels,predictions_0,loss_0,grad_norm_0,feat_norm_0
63,0,0,0,0.17142463,5.765302,0.41388345
64,0,0,0,0.048741754,1.6001896,0.42723817
65,1,3,0,0.01889457,0.69693124,0.45641133
66,1,3,0,0.0058736815,0.2146309,0.40176156
67,0,0,0,0.24963656,7.4861426,0.42614603
68,0,1,0,0.025401894,1.0042644,0.4075023
69,0,0,0,0.022217069,0.7195889,0.51399696
70,0,0,0,0.20952238,6.6930547,0.4933344
71,0,0,0,0.0052443077,0.20291626,0.370147
72,0,0,0,0.0062495284,0.20247112,0.3757137
73,0,0,0,0.018207673,0.72280204,0.47366035
74,0,0,0,0.012549362,0.4294592,0.42631721
75,0,0,0,0.018821573,0.7693978,0.5083656
76,1,3,0,0.540252,13.8209,0.44407964
77,1,3,0,0.24263541,7.7202563,0.53243554
78,0,0,0,0.012591624,0.4856534,0.41985804
79,0,0,0,0.06768811,2.3637264,0.33082268
80,0,0,0,0.10137524,3.412326,0.399805
81,1,3,0,0.0036838069,0.12381055,0.46243694
82,0,0,1,0.037426688,1.2764138,0.406003
83,0,0,0,0.0051501463,0.19777194,0.40634942
84,0,0,0,0.02529299,0.9767384,0.46823305
85,0,1,0,0.011619981,0.47005603,0.5015657
86,0,0,0,0.23994751,7.169536,0.45010525
87,0,0,0,0.006591009,0.2805931,0.48344797
88,0,1,0,0.009199966,0.35878828,0.40477958
89,0,0,0,0.0027385373,0.0880754,0.5019672
90,0,0,0,0.014017933,0.45929763,0.48570892
91,0,0,0,0.01513239,0.47346342,0.3835892
92,0,0,0,0.034734778,1.1266143,0.5244587
93,1,3,0,0.0123243695,0.43535575,0.41639355
94,0,0,0,0.18851231,6.479225,0.46392202
95,0,0,0,0.0050012963,0.15789594,0.47337294
96,0,0,0,0.008991702,0.29364923,0.35785353
97,0,0,0,0.18458886,6.107738,0.42349756
98,0,0,0,0.0012306743,0.044098284,0.4196515
99,1,3,0,0.04973801,1.8315989,0.44849867
100,0,0,0,0.10077195,3.245692,0.42897987
101,0,0,0,0.07954282,2.98254,0.48560306
102,0,0,0,0.17017742,5.4457517,0.37786585
103,1,3,0,0.013721076,0.41906685,0.4506687
104,0,0,0,0.13454616,4.116661,0.46254635
105,1,3,0,0.0056235916,0.22127877,0.41315877
106,0,0,0,0.11032532,3.764063,0.49850622
107,1,3,0,0.057673194,1.9828895,0.4799713
108,0,0,0,0.4828648,12.880639,0.42900184
109,0,0,0,0.30096096,8.976075,0.45969045
110,1,2,0,0.012883286,0.5039596,0.4111632
111,1,3,0,0.10145624,3.401167,0.42063397
112,0,0,0,0.018469147,0.6876057,0.40919212
113,1,3,0,0.061296456,2.6501687,0.42594498
114,0,0,0,0.046172608,1.6636958,0.4619012
115,1,3,0,0.01258562,0.48149472,0.42043048
116,0,0,0,0.07096657,2.0046353,0.5106633
117,0,0,0,0.00871013,0.34022638,0.5063398
118,0,0,0,0.004869151,0.18243994,0.43958592
119,1,3,0,0.0021657124,0.07544601,0.40529567
120,1,3,0,0.024707593,0.8526567,0.42363364
121,1,3,0,1.7111914,27.069757,0.41224235
122,0,0,0,0.03646889,1.2896638,0.37269002
123,1,2,0,0.040975753,1.397531,0.44949138
124,1,3,0,0.028174063,0.9095588,0.4387542
125,0,0,0,0.026548438,0.9088972,0.41556537
126,1,3,0,0.12333367,4.2810082,0.4655381
127,1,2,0,0.014678933,0.47268996,0.4416113
128,0,0,0,0.096629195,3.1870291,0.39656276
129,0,0,0,0.006744478,0.23857215,0.47658965
130,0,0,0,0.028567458,1.2016752,0.39700755
131,0,1,0,0.022496495,0.7434336,0.3898508
132,0,0,0,0.02557644,0.9286656,0.45445076
133,0,0,0,0.00844881,0.26945654,0.41807428
134,0,0,0,0.011905212,0.45006675,0.42724365
135,0,0,0,0.030871876,1.0479363,0.37312797
136,0,0,0,0.043974865,1.7941903,0.4112052
137,0,1,0,0.033321593,0.9916896,0.4277168
138,0,0,0,0.030179165,1.0758605,0.44556886
139,0,0,0,0.33581346,10.433245,0.43647006
140,0,0,0,0.048962105,1.5333736,0.4622414
141,0,0,0,0.0022763312,0.07842675,0.34687057
142,0,0,0,0.06208828,2.2107356,0.4178675
143,0,0,0,0.16522159,5.854634,0.41220567
144,0,0,0,0.010539113,0.39826706,0.40544063
145,0,0,0,0.4138352,12.42738,0.4784741
146,0,0,0,0.043239,1.4127119,0.47599363
147,1,3,0,0.011369439,0.3728776,0.42348716
148,0,0,0,0.004046824,0.14366749,0.39840966
149,0,0,0,0.08655759,3.2158625,0.35127395
150,1,3,0,0.047259662,1.7717515,0.48669657
151,0,0,0,0.04302743,1.3435129,0.40878513
152,0,0,0,0.23067367,6.779925,0.50798506
153,1,3,0,0.0080638565,0.28913277,0.4180948
154,0,0,0,0.035379123,1.1684198,0.443239
155,0,1,0,0.028822184,0.96239877,0.35734534
156,0,1,0,0.0067355973,0.22683182,0.47738528
157,0,0,0,0.0047063767,0.17125982,0.4520293
158,0,0,0,0.013178274,0.51670295,0.4647016
159,0,0,0,0.120967366,3.5420334,0.47730744
160,1,3,0,0.12126096,4.2542377,0.46938735
161,1,2,0,0.0026175068,0.09711699,0.4633479
162,0,0,0,0.023382174,0.8422073,0.42213154
163,1,3,0,0.082527205,3.1814442,0.4378428
164,0,0,0,0.07100965,2.6432357,0.45750713
165,0,0,0,0.03173839,1.115274,0.45973814
166,0,0,0,0.012677201,0.456883,0.4263183
167,0,0,0,0.14883189,5.691107,0.42967513
168,1,3,0,0.010660604,0.43060222,0.47801447
169,0,0,0,0.013422365,0.45834094,0.48070562
170,0,0,0,0.0076180655,0.26317152,0.4309441
171,1,3,0,0.041945934,1.3277665,0.4545685
172,0,1,0,0.050927017,1.9350199,0.4546634
173,0,0,0,0.0032037382,0.11743568,0.44189557
174,0,0,0,0.0066742594,0.25071853,0.3884738
175,0,0,0,0.004391906,0.17158504,0.44301912
176,1,3,0,0.049415942,1.7686238,0.4109216
177,0,0,0,0.12468254,4.1217446,0.48820013
178,0,0,0,0.23893729,6.6354036,0.4643255
179,0,0,0,0.11768957,3.429631,0.4675792
180,0,0,0,0.020064952,0.7902648,0.52393305
181,1,3,0,0.088754684,2.8723693,0.44101858
182,0,0,0,0.0014015147,0.053381145,0.40333545
183,1,3,0,0.02215714,0.71885765,0.4150519
184,0,0,0,0.071907654,2.6325748,0.43243575
185,1,3,0,0.026569217,1.0599874,0.5123091
186,0,0,0,0.0059546214,0.20010945,0.43409893
187,0,0,0,0.002142041,0.08862344,0.45816356
188,0,0,0,0.00075454847,0.030477429,0.46685117
189,0,0,0,0.03026591,1.0669919,0.40632182
190,0,0,0,0.018905448,0.61852306,0.41278052
191,0,0,0,0.026517907,0.83548385,0.43760303
192,0,0,0,0.014477682,0.5412697,0.45203656
193,0,0,0,0.12676486,4.569778,0.49692917
194,0,0,0,0.008335089,0.26915762,0.45939377
195,0,0,0,0.015173603,0.49852896,0.43253303
196,0,0,0,0.030224968,1.0488875,0.45825112
197,0,0,0,0.019059027,0.60705936,0.47380444
198,1,3,0,0.032088827,0.97858864,0.40085793
199,0,0,0,0.037220318,1.3146355,0.3969109
200,0,0,0,0.026776057,0.94009113,0.43295866
201,0,0,0,0.014097981,0.4437686,0.39804155
202,1,2,0,0.015354404,0.53338796,0.38022828
203,1,3,0,0.0150743835,0.51891214,0.42262563
204,0,0,0,0.013073444,0.41870084,0.53097075
205,0,0,0,0.0040792357,0.14667258,0.36972493
206,0,0,0,0.0027882291,0.08963569,0.44212735
207,0,0,0,0.017890628,0.71184283,0.45001772
208,0,0,0,0.20770071,6.227249,0.46879482
209,0,0,0,0.016117167,0.5261967,0.4401775
210,0,0,0,0.056600783,1.9766624,0.46480745
211,1,3,0,0.44226092,14.50677,0.34485653
212,0,0,0,0.004141089,0.1602018,0.35126328
213,0,0,0,0.022119945,0.856256,0.44209978
214,0,0,0,0.258864,8.698667,0.5537729
215,0,0,0,0.01282915,0.48899865,0.45719305
216,0,0,0,0.09523564,3.3249922,0.46150196
217,1,3,0,0.012516164,0.46155396,0.4774122
218,0,0,0,0.07693183,2.9049706,0.5098319
219,0,0,0,0.017498985,0.6351281,0.45153576
220,0,0,0,0.007820109,0.28828698,0.39675492
221,0,0,0,0.019980706,0.73235667,0.42874753
222,0,0,0,0.0022583713,0.081941284,0.45571968
223,0,0,0,0.07450246,2.0706615,0.43163216
224,0,0,0,0.76214755,20.243021,0.4269269
225,1,3,0,0.1025223,3.2881975,0.39946628
226,0,0,0,0.18472812,5.694695,0.43151444
227,0,0,0,0.08679928,3.0014806,0.41027588
228,0,0,0,0.3244115,10.629083,0.40670747
229,0,0,0,2.8473873,35.444458,0.47138795
230,0,0,0,0.1031869,2.512068,0.3540338
231,0,0,0,0.044535413,1.6590548,0.44153672
232,0,0,0,0.1458098,4.965277,0.52266365
233,0,0,0,0.009544574,0.36846685,0.4371403
234,0,0,0,0.0038522098,0.13309571,0.4334743
235,0,0,0,0.11684789,3.7390835,0.44741833
236,0,0,0,0.16804802,5.3637967,0.39325777
237,0,0,0,1.313748,27.72891,0.3667947
238,0,0,0,0.049369194,1.574625,0.4142714
239,0,0,0,0.08779711,3.0043097,0.4801906
240,0,0,0,0.003930345,0.15556073,0.46537444
241,0,0,0,0.010959432,0.38160676,0.3979891
242,0,0,0,0.0034581167,0.13300222,0.5477148
243,0,0,0,0.0061793937,0.23315683,0.44036835
244,1,3,0,2.1838138,28.062645,0.45844692
245,0,0,0,0.005022528,0.17970183,0.43914792
246,1,3,0,0.04041229,1.382732,0.3934026
247,0,0,0,0.36299828,10.916769,0.4322474
248,0,0,0,0.096662745,3.1356146,0.37999225
249,1,3,0,0.067743696,2.3503969,0.4293566
250,1,3,0,0.14165339,4.7222643,0.46644372
251,0,0,0,0.009589796,0.35271782,0.49126288
252,0,0,0,0.02285205,0.8066524,0.46535605
253,1,3,0,0.032740183,1.3011652,0.4670235
254,0,0,0,0.029352972,1.1365157,0.39718783
255,0,0,0,0.17500795,6.506999,0.43029857
256,0,0,0,0.00654648,0.24030763,0.40804413
257,1,3,0,0.0360633,1.428062,0.44907573
258,0,0,0,0.016713243,0.5554354,0.4616755
259,0,0,0,0.559696,12.907987,0.41925254
260,0,0,0,0.019654637,0.71414495,0.45791888
261,1,3,0,0.0024727979,0.082768485,0.38439995
262,0,0,0,0.74990594,20.427902,0.37797546
263,0,0,0,0.013561971,0.4912786,0.40089306
264,0,0,0,0.01760136,0.6115062,0.41313058
265,0,0,0,0.033281468,1.0945956,0.42579857
266,0,0,0,0.049726892,1.5819725,0.47670844
267,0,0,0,0.25907415,8.850674,0.51440066
268,0,0,0,0.036494866,1.3214384,0.5045773
269,0,0,0,0.009355042,0.3448832,0.41273463
270,0,0,0,0.012391484,0.4078032,0.4733774
271,1,3,0,0.0042967144,0.1778775,0.48905146
272,0,0,0,0.041455414,1.6089549,0.4522163
273,1,2,0,0.072357856,2.550077,0.4255313
274,1,3,0,0.0082638,0.24835062,0.40796846
275,1,3,0,0.051573582,1.8051313,0.4817729
276,0,1,0,0.3495517,9.859617,0.47437698
277,1,3,0,0.027418472,0.9430848,0.5194007
278,0,0,0,0.035882752,1.2031896,0.4535597
279,1,3,0,0.14567657,4.393607,0.42632273
280,0,0,0,0.09291948,3.0770206,0.4659999
281,0,0,0,0.03037196,1.0698316,0.43143544
282,1,3,0,0.023200838,0.88437915,0.4010147
283,0,0,0,0.007045189,0.22826482,0.468035
284,1,3,0,0.040801357,1.2895722,0.40365106
285,0,0,0,0.063467465,2.4113932,0.39861488
286,0,0,0,0.039100885,1.3800074,0.4293126
287,0,0,0,0.03334604,1.2669722,0.42845732
288,0,0,0,0.025443384,0.91913986,0.40623853
289,0,0,0,0.075095594,2.6010463,0.42255968
290,0,0,0,0.0048138676,0.2149966,0.49377757
291,0,0,0,0.2728982,9.1680765,0.3669631
292,0,0,0,0.1675138,5.573571,0.5873419
293,0,0,0,0.034195665,1.2018908,0.48434317
294,1,3,0,1.004109,22.919638,0.40695593
295,0,0,0,0.01036499,0.32255083,0.4015475
296,1,2,0,0.012871518,0.4540948,0.38239294
297,0,0,0,0.0018145064,0.058402237,0.40867293
298,0,0,0,0.029216481,0.9963161,0.40661347
299,0,1,0,0.3056586,9.177073,0.5045626
300,0,0,0,0.12277132,3.987147,0.4174546
301,0,0,0,0.08558052,3.516973,0.4679411
302,0,0,0,0.042795144,1.738557,0.43321404
303,0,0,0,0.0013871104,0.05541002,0.4197365
304,0,0,0,0.01734247,0.6788385,0.49892935
305,1,3,0,0.0032475847,0.11601485,0.4423465
306,0,0,0,0.0027107182,0.106216,0.5076725
307,1,3,0,0.0068703373,0.20541966,0.4371392
308,0,0,0,1.8002249,28.465233,0.41071945
309,0,0,0,0.045666274,1.6773823,0.48686135
310,1,3,0,0.0073452177,0.2706008,0.38769445
311,0,0,0,0.022863934,0.76804304,0.36777163
312,0,0,0,0.10801436,3.7330582,0.47539842
313,0,0,0,0.018253675,0.7056379,0.44438952
314,1,3,0,0.032275945,1.0900137,0.505683
315,1,3,0,0.0460064,1.5833818,0.3815936
316,1,3,0,0.10782698,3.4106865,0.45864344
317,0,0,0,0.004134204,0.14157428,0.41230223
318,0,0,0,0.6233597,17.939314,0.4531102
319,0,0,0,0.018231202,0.5693561,0.3928007
320,0,0,0,1.0483465,23.376577,0.45683014
321,0,0,0,0.018276267,0.63090175,0.4573223
322,0,0,0,0.020218702,0.6691968,0.42828557
323,1,3,0,0.007896161,0.28167567,0.45773432
324,0,0,0,0.00082399265,0.03248765,0.45695132
325,0,0,0,0.0022762122,0.09121828,0.41875315
326,0,0,0,0.12200503,4.201271,0.44284892
327,1,3,0,0.0058745113,0.21026626,0.5051414
328,0,0,0,0.12766257,4.094694,0.39516497
329,0,0,0,0.010555745,0.33909258,0.39509225
330,0,0,0,0.0061639915,0.26471254,0.41383526
331,1,2,0,0.0029608244,0.108435,0.46090055
332,1,3,0,0.012813026,0.5004891,0.42365855
333,1,3,0,0.038153756,1.4003327,0.38297278
334,0,0,0,0.043082125,1.5344043,0.44237262
335,0,0,0,0.108378,3.330284,0.4870738
336,0,0,0,0.024804814,1.0431888,0.4025067
337,1,3,0,0.029771362,0.9791814,0.39673802
338,1,3,0,0.917972,22.404554,0.42807227
339,0,0,0,0.010077077,0.39974934,0.33705425
340,0,0,0,0.011457359,0.37836504,0.39749455
341,0,0,0,1.8737454,33.451096,0.5752542
342,1,3,0,0.006044323,0.22212845,0.3980403
343,0,0,0,0.018320393,0.58748674,0.48055577
344,0,0,0,0.0028525398,0.10901236,0.42629898
345,0,1,0,0.021466298,0.7157623,0.45859602
346,0,0,0,0.097932726,3.681528,0.4531231
347,1,3,0,0.21522348,6.9320464,0.44854552
348,0,0,0,0.013771518,0.49908707,0.40736568
349,0,0,0,0.01428027,0.48221472,0.44012854
350,0,0,0,0.049253453,1.803735,0.46493855
351,0,0,0,0.037531868,1.2529637,0.37664866
352,0,0,0,0.15121922,5.582846,0.46746662
353,0,0,0,0.08834542,3.6047394,0.51646656
354,0,0,0,0.016904667,0.6958401,0.41173482
355,0,0,0,0.12176147,4.2067904,0.42345038
356,0,1,0,0.21574733,7.6005235,0.41058308
357,1,3,0,0.005197584,0.18001126,0.4578221
358,0,0,0,0.64561534,15.690183,0.45099515
359,0,0,0,0.8879121,19.941557,0.37086707
360,1,3,0,0.023621807,0.7657171,0.43273008
361,0,0,0,0.014999463,0.44812122,0.45283914
362,0,0,0,0.030209122,0.98748636,0.4074809
363,1,3,0,0.09629666,3.2003567,0.36593977
364,0,0,0,0.016545467,0.6365858,0.44492814
365,0,0,0,0.12653296,4.526233,0.4062299
366,0,0,0,0.0607772,1.9898682,0.45386884
367,1,2,0,0.293147,9.902279,0.3588565
368,0,0,0,0.020014826,0.81263345,0.50761616
369,0,0,0,0.0020237935,0.06602992,0.3798188
370,0,0,0,0.0099703865,0.35945314,0.4989586
371,0,0,0,0.025194073,0.81253487,0.51766753
372,1,3,0,0.08423941,2.5544875,0.45819032
373,0,0,0,0.00401726,0.16641097,0.41206712
374,0,0,0,0.042605072,1.3594414,0.4117961
375,0,0,0,0.13410152,4.5768766,0.5415726
376,0,1,0,0.028600706,1.0500854,0.41568938
377,0,0,0,0.020142063,0.7344486,0.45610622
378,0,0,0,0.030861242,1.0719575,0.41822284
379,0,0,0,0.021941995,0.71300215,0.41034314
380,0,0,0,0.034440093,0.9860619,0.5048848
381,0,0,0,0.18627588,6.10711,0.4790569
382,0,0,0,0.009003517,0.3382435,0.47102964
383,0,0,0,0.015784087,0.5748866,0.49790496
384,0,0,0,0.016235402,0.61006445,0.54373884
385,0,0,0,0.0035641973,0.13435228,0.4900685
386,0,0,0,0.091772646,3.292851,0.45906782
387,0,0,0,0.08122244,2.9826713,0.44221807
388,1,3,0,0.41772527,13.398357,0.4841108
389,0,0,0,0.08919267,2.7257018,0.43011194
390,0,0,0,0.18652353,6.9878993,0.4316978
391,0,0,0,0.011314514,0.4491309,0.49494958
392,0,0,0,0.005706567,0.22373414,0.37551638
393,1,3,0,0.020338906,0.7842792,0.45936322
394,0,0,0,0.05045539,1.5387952,0.42010492
395,0,0,0,0.0810713,3.159664,0.46429193
396,0,0,0,0.0068923584,0.23748016,0.5105401
397,0,0,0,0.009444557,0.35512736,0.4316293
398,1,3,0,0.0028630004,0.10654329,0.4649896
399,0,0,0,0.0031216247,0.10317577,0.4099281
400,0,0,0,0.07711107,2.44159,0.358658
401,0,0,0,0.041193705,1.1515577,0.4846905
402,0,0,0,0.021293016,0.6427347,0.45840138
403,0,0,0,0.33651453,10.030553,0.42829683
404,1,3,0,0.019411128,0.66959894,0.4154117
405,0,0,0,0.012872694,0.40712497,0.41980666
406,0,0,0,0.006931308,0.26021197,0.4246911
407,0,0,0,0.0015836329,0.061755355,0.48404354
408,0,0,0,0.0071291113,0.25807536,0.45180383
409,0,0,0,0.08809188,2.7522495,0.47710973
410,0,0,0,0.06717261,1.9944055,0.36030346
411,0,0,0,0.0156746,0.5091573,0.47696728
412,0,0,0,0.017521357,0.55145544,0.39524624
413,0,0,0,0.010314374,0.33486056,0.4417354
414,1,3,0,0.13082431,4.9936037,0.4316756
415,0,0,0,0.031710096,1.1381265,0.43850294
416,0,0,0,0.014498479,0.48042008,0.43294388
417,1,3,0,0.011861626,0.44441906,0.46392122
418,0,0,0,0.05859213,1.9394542,0.46478882
419,1,3,0,0.02386022,0.84574074,0.3807387
420,1,3,0,0.0055517536,0.21843033,0.3988493
421,0,0,0,0.0021942605,0.081052646,0.40384203
422,0,0,0,0.016665293,0.5337753,0.4574896
423,0,0,0,0.066824,2.0597575,0.46940798
424,1,3,0,0.007902311,0.30266705,0.38748294
425,0,1,0,0.012930711,0.52818394,0.44384965
426,0,0,0,0.02380458,0.92634314,0.4231362
427,1,3,0,0.008637922,0.3160192,0.4356737
428,0,0,0,0.01950571,0.67995644,0.46515203
429,0,0,0,0.01805607,0.58675474,0.3663538
430,0,0,0,0.028844189,0.9005902,0.41111773
431,0,0,0,0.0120809525,0.47139764,0.37270278
432,0,0,0,0.013618654,0.5157905,0.39960742
433,0,0,0,0.04673056,1.2961857,0.47273618
434,0,0,0,0.1337149,4.72289,0.4826725
435,1,3,0,0.22889158,7.368975,0.43580925
436,0,0,0,0.3736625,11.76335,0.39390236
437,1,2,0,0.042412907,1.4074832,0.43947643
438,0,0,0,0.057360314,2.005166,0.43588752
439,0,0,0,3.2717278,37.854862,0.49839073
440,1,3,0,0.0055295844,0.20608647,0.42292166
441,1,2,0,0.2887477,8.819941,0.37719885
442,0,0,0,0.08685622,2.9249322,0.50333095
443,1,3,0,0.018876087,0.7737972,0.43596664
444,0,0,0,0.01293177,0.51840085,0.4068892
445,1,3,0,0.025097819,0.8962172,0.49252456
446,1,3,0,0.2997599,8.698253,0.46166563
447,0,0,0,0.030957058,0.9148996,0.46423382
448,0,0,0,0.015152468,0.54661834,0.44603693
449,0,0,0,0.7704406,20.927622,0.479021
450,0,0,0,0.6010239,16.73782,0.40202338
451,0,0,0,0.0032377224,0.1571818,0.45184833
452,0,0,0,0.059092633,2.3025594,0.46273518
453,0,0,0,0.013949869,0.5916339,0.4059319
454,0,0,0,0.019520909,0.65808505,0.48093855
455,0,0,0,0.033591133,1.2038274,0.39249778
456,1,3,0,0.062459715,2.1622028,0.5066962
457,0,0,0,0.0018737632,0.07250115,0.46111077
458,1,3,0,0.20314793,5.7735043,0.42534524
459,0,0,0,0.0021663073,0.07581417,0.44199646
460,1,3,0,0.029065728,1.0383167,0.39221603
461,0,0,0,0.007653083,0.31651565,0.44758207
462,0,0,0,0.012655425,0.4112509,0.47021836
463,0,0,0,0.020252815,0.81804454,0.44032967
464,1,3,0,0.044768095,1.3972706,0.5302439
465,1,3,0,0.1288765,4.426537,0.36221835
466,0,0,0,0.0061528548,0.19685584,0.446394
467,0,0,0,0.036566354,1.3636988,0.3754916
468,1,3,0,0.15741435,5.458148,0.42705396
469,0,0,0,0.015277979,0.5373833,0.4181205
470,1,3,0,0.0074474555,0.2615111,0.44712636
471,0,0,0,0.07345438,2.2785563,0.38703004
472,0,0,0,0.27082357,8.451936,0.43026596
473,0,0,0,0.020774392,0.77110153,0.48692247
474,0,0,0,0.32331586,10.458164,0.43175244
475,0,1,0,0.027625833,1.04549,0.4869444
476,0,0,0,0.0027504256,0.10099018,0.44224125
477,0,0,0,0.52524066,13.419415,0.435633
478,0,0,0,0.0026727926,0.11509924,0.38279784
479,0,0,0,0.029069433,1.0751797,0.45583498
480,0,0,0,0.026320882,0.97557074,0.4503932
481,1,3,0,0.11677502,4.1388345,0.5085581
482,1,3,0,0.08509693,2.913603,0.42088944
483,1,3,0,0.008986268,0.28553542,0.41768497
484,1,3,0,0.09588841,3.122704,0.4645796
485,0,0,0,0.1434821,4.2651954,0.41275525
486,0,0,0,0.0027644534,0.0950254,0.5717318
487,1,3,0,0.014113732,0.50656503,0.41664612
488,0,1,0,0.8705306,19.730474,0.41562802
489,0,0,0,0.015032814,0.57568485,0.41591376
490,0,0,0,0.009624508,0.31434175,0.3623084
491,0,1,0,0.074853934,2.464735,0.47931892
492,1,3,0,0.0008260175,0.03192888,0.39534163
493,0,0,0,0.019652067,0.7319681,0.3944558
494,0,0,0,0.14770848,4.182613,0.46581757
495,1,3,0,0.0065642446,0.23049414,0.38049245
496,0,0,0,0.008422449,0.2960658,0.40958285
497,0,0,0,0.0009266612,0.032680072,0.45381096
498,0,0,0,0.01511325,0.51875645,0.50185686
499,1,3,0,2.428664,34.90945,0.4300356
500,0,0,0,0.07466156,2.6825478,0.4821232
501,0,0,0,0.13814123,3.7742918,0.4736833
502,0,0,0,0.0046472875,0.15427363,0.46746638
503,0,0,0,0.022778058,0.80452543,0.40699238
504,1,3,0,0.0031139003,0.13479806,0.412262
505,0,0,0,0.00736711,0.25736085,0.41004264
506,1,3,0,0.0033369355,0.1237822,0.40294
507,1,3,0,0.15082091,5.711498,0.45193392
508,1,3,0,0.024797373,0.8027437,0.42212206
509,0,0,0,0.020376518,0.6819783,0.4021515
510,0,0,0,0.00463115,0.18909767,0.49791896
511,0,0,0,0.004122213,0.14040956,0.40481472
512,0,0,0,0.040510055,1.64855,0.45185757
513,1,3,0,0.4107703,12.707126,0.47609124
514,1,3,0,0.04280725,1.3502316,0.4788467
515,0,0,0,0.32024193,7.9312706,0.4719765
516,0,0,0,0.1304201,4.235762,0.44617254
517,0,0,0,0.017862525,0.5204587,0.34886375
518,0,0,0,0.15995188,5.1098294,0.40307134
519,0,0,0,0.26025292,8.916046,0.41286218
520,0,0,0,0.014727447,0.534482,0.44673282
521,0,0,0,0.003268735,0.135336,0.50413096
522,0,0,0,0.0656111,2.549348,0.43559763
523,0,0,0,0.023181852,0.9722904,0.41927359
524,0,0,0,0.03810453,1.4020466,0.42406243
525,1,3,0,0.01224936,0.5068953,0.48853087
526,0,0,0,0.007338709,0.2885794,0.40188438
527,0,0,0,0.02015071,0.73701215,0.42838937
528,0,0,0,0.09274695,2.8473904,0.46499723
529,0,0,0,0.0054313,0.20889787,0.4126194
530,0,0,0,0.33520192,9.983506,0.49772862
531,0,0,0,0.0081203785,0.30271536,0.41797507
532,1,3,0,0.01015449,0.30409113,0.4749639
533,1,3,0,0.026044961,0.7779835,0.44125542
534,1,3,0,0.0050046174,0.1871262,0.46712133
535,0,0,0,1.5228181,31.629583,0.44466367
536,0,0,0,0.010451347,0.35580388,0.46999794
