,labels,predictions,aux_labels,loss,grad_norm
100,0,0,0,2.8013790142722428e-05,0.0009968509
101,0,0,0,2.3841574147809297e-05,0.0008497448
102,0,0,0,6.0794889577664435e-05,0.0021059774
103,1,1,3,5.8412379075889476e-06,0.00016690482
104,0,0,0,4.529942543740617e-06,0.00015746988
105,1,1,3,4.6491513785440475e-06,0.00019774654
106,0,0,0,4.875540980719961e-05,0.001893553
107,1,1,3,0.00014161060971673578,0.004550715
108,0,0,0,3.0397906812140718e-05,0.0011531084
109,0,0,0,0.000271879427600652,0.008747171
110,1,1,2,4.768370445162873e-07,1.8129556e-05
111,1,1,3,0.0001174142598756589,0.0040219086
112,0,0,0,3.194758028257638e-05,0.0010974765
113,1,1,3,4.768370445162873e-07,2.080099e-05
114,0,0,0,9.715084888739511e-05,0.0033113088
115,1,1,3,3.576278118089249e-07,1.4097627e-05
116,0,0,0,0.00012408917245920748,0.003931347
117,0,0,0,9.536738616588991e-07,3.3942837e-05
118,0,0,0,-0.0,3.6675243e-07
119,1,1,3,1.8715683836489916e-05,0.0005118123
120,1,1,3,4.768360213347478e-06,0.00016581631
121,1,1,3,0.00030524839530698955,0.009558989
122,0,0,0,2.9802276912960224e-06,0.00010030564
123,1,1,2,8.34461570775602e-06,0.00028866617
124,1,1,3,1.0609570381348021e-05,0.00031397634
125,0,0,0,4.768370445162873e-07,1.724071e-05
126,1,1,3,4.1126360883936286e-05,0.0014675283
127,1,1,2,1.1920928244535389e-07,5.0624844e-06
128,0,0,0,4.6491513785440475e-06,0.00016686028
129,0,0,0,1.0728830375228426e-06,3.453699e-05
130,0,0,0,5.960462772236497e-07,2.9693869e-05
131,0,0,1,2.145764938177308e-06,8.0583144e-05
132,0,0,0,1.5497195136049413e-06,5.5753913e-05
133,0,0,0,1.1920928244535389e-07,5.712164e-06
134,0,0,0,9.298280929215252e-06,0.00038595672
135,0,0,0,4.410734163684538e-06,0.00014888984
136,0,0,0,9.035655966727063e-05,0.0039842348
137,0,0,1,6.389413465512916e-05,0.002005725
138,0,0,0,4.970903682988137e-05,0.0017932368
139,0,0,0,7.70062324590981e-05,0.002936763
140,0,0,0,5.590759246842936e-05,0.0017882246
141,0,0,0,1.4305104514278355e-06,4.4482058e-05
142,0,0,0,5.018585216021165e-05,0.0018963914
143,0,0,0,6.103329360485077e-05,0.0022696787
144,0,0,0,1.4305104514278355e-06,4.965029e-05
145,0,0,0,7.867782187531702e-06,0.00032229567
146,0,0,0,7.116541382856667e-05,0.0021600912
147,1,1,3,8.344646857949556e-07,2.7655142e-05
148,0,0,0,8.940656698541716e-06,0.00026255098
149,0,0,0,9.65590606938349e-06,0.00039181937
150,1,1,3,3.2305197237292305e-05,0.0013275831
151,0,0,0,1.5497195136049413e-06,6.0033897e-05
152,0,0,0,6.0437283536884934e-05,0.0023565395
153,1,1,3,2.3841855067985307e-07,8.801959e-06
154,0,0,0,3.6954811548639555e-06,0.00012637295
155,0,0,1,2.622600959512056e-06,9.033625e-05
156,0,0,1,5.1377883210079744e-05,0.0014051974
157,0,0,0,5.364403477869928e-06,0.00017159885
158,0,0,0,1.1920928244535389e-07,3.958071e-06
159,0,0,0,5.411955135059543e-05,0.0018638927
160,1,1,3,5.960462772236497e-07,2.5091153e-05
161,1,1,2,1.1920928244535389e-07,4.742868e-06
162,0,0,0,3.576278118089249e-07,1.1898179e-05
163,1,1,3,3.576278118089249e-07,1.31609795e-05
164,0,0,0,5.245195097813848e-06,0.00018406322
165,0,0,0,3.6954811548639555e-06,0.00012594041
166,0,0,0,3.6954811548639555e-06,0.00012010845
167,0,0,0,0.00015698630886618048,0.006308981
168,1,1,3,-0.0,6.8314046e-07
169,0,0,0,2.4437606043647975e-05,0.00083590386
170,0,0,0,1.1920928244535389e-07,5.79933e-06
171,1,1,3,3.2782016205601394e-05,0.0010421657
172,0,0,1,9.298280929215252e-06,0.00038540544
173,0,0,0,1.1920922133867862e-06,3.816011e-05
174,0,0,0,1.1920928244535389e-07,5.488027e-06
175,0,0,0,2.7418097943154862e-06,0.00010722114
176,1,1,3,0.0001006075763143599,0.0036763563
177,0,0,0,4.875540980719961e-05,0.0019007155
178,0,0,0,3.4570634852570947e-06,0.00011472199
179,0,0,0,0.0003526780928950757,0.010509841
180,0,0,0,3.576278118089249e-07,1.3092901e-05
181,1,1,3,0.00014923889830242842,0.0052087847
182,0,0,0,3.576278118089249e-07,1.2192663e-05
183,1,1,3,1.764281842042692e-05,0.00057673355
184,0,0,0,8.570780482841656e-05,0.003478469
185,1,1,3,8.344646857949556e-07,3.4808847e-05
186,0,0,0,1.1920922133867862e-06,3.860421e-05
187,0,0,0,1.1920928244535389e-07,4.015857e-06
188,0,0,0,2.4437606043647975e-05,0.0007471932
189,0,0,0,0.00021169328829273582,0.0068532736
190,0,0,0,8.344646857949556e-07,2.7770702e-05
191,0,0,0,7.60526381782256e-05,0.0021542197
192,0,0,0,1.1920922133867862e-06,4.9355654e-05
193,0,0,0,-0.0,3.499539e-07
194,0,0,0,-0.0,6.123931e-07
195,0,0,0,8.22540732769994e-06,0.00025046553
196,0,0,0,1.1920928244535389e-07,4.2177307e-06
197,0,0,0,3.4570634852570947e-06,0.00012365753
198,1,1,3,4.887569048150908e-06,0.00014001573
199,0,0,0,0.00034731553751043975,0.010425542
200,0,0,0,4.6491513785440475e-06,0.00015070374
201,0,0,0,2.0265558760002023e-06,6.054984e-05
202,1,1,2,1.1920928244535389e-07,3.783342e-06
203,1,1,3,3.576272320060525e-06,0.00010507464
204,0,0,0,2.264974000354414e-06,6.918457e-05
205,0,0,0,3.2186455882765586e-06,9.830735e-05
206,0,0,0,7.152555099310121e-07,2.4622786e-05
207,0,0,0,-0.0,3.6855116e-07
208,0,0,0,9.262132516596466e-05,0.0031552638
209,0,0,0,0.00010775939153973013,0.0027809604
210,0,0,0,9.214453893946484e-05,0.0030550128
211,1,1,3,6.174850568640977e-05,0.002870091
212,0,0,0,2.3841830625315197e-06,9.7338445e-05
213,0,0,0,5.960462772236497e-07,2.149713e-05
214,0,0,0,3.838465272565372e-05,0.0015822995
215,0,0,0,-0.0,5.1272366e-07
216,0,0,0,3.564294092939235e-05,0.0011685473
217,1,1,3,3.6954811548639555e-06,0.00012344739
218,0,0,0,1.0490362910786644e-05,0.00036772617
219,0,0,0,1.7881377516459906e-06,6.116057e-05
220,0,0,0,8.344646857949556e-07,2.6867981e-05
221,0,0,0,3.933898824470816e-06,0.00013612647
222,0,0,0,2.3841855067985307e-07,8.3972445e-06
223,0,0,0,2.753696753643453e-05,0.00087342574
224,0,0,0,8.106198947643861e-06,0.00035387586
225,1,1,3,4.279521817807108e-05,0.0014340552
226,0,0,0,3.099436753473128e-06,0.00011191401
227,0,0,0,1.6689286894688848e-06,5.8753823e-05
228,0,0,0,2.3841855067985307e-07,1.0811838e-05
229,0,0,0,8.999896090244874e-05,0.003654721
230,0,0,0,0.00010096516780322418,0.002783413
231,0,0,0,2.6702524337451905e-05,0.0008898484
232,0,0,0,1.764281842042692e-05,0.0006344834
233,0,0,0,7.152555099310121e-07,2.463836e-05
234,0,0,0,2.7418097943154862e-06,7.80731e-05
235,0,0,0,1.549708758830093e-05,0.00050209824
236,0,0,0,3.099436753473128e-06,0.00011408435
237,0,0,0,3.123234637314454e-05,0.0011266009
238,0,0,0,2.3841855067985307e-07,8.855164e-06
239,0,0,0,5.722029527532868e-06,0.00018558482
240,0,0,0,4.768370445162873e-07,2.0422463e-05
241,0,0,0,1.3828182090946939e-05,0.00044522146
242,0,0,0,1.0967194612021558e-05,0.00042072232
243,0,0,0,9.298280929215252e-06,0.0003572619
244,1,1,3,0.0009829933987930417,0.026579883
245,0,0,0,-0.0,3.180411e-08
246,1,1,3,1.0728830375228426e-06,3.4317665e-05
247,0,0,0,0.00015686711412854493,0.005977279
248,0,0,0,1.0728830375228426e-06,3.7065034e-05
249,1,1,3,2.002696055569686e-05,0.00068580755
250,1,1,3,1.3351351299206726e-05,0.00044783117
251,0,0,0,2.7418097943154862e-06,8.051483e-05
252,0,0,0,1.1920928244535389e-07,3.5943663e-06
253,1,1,3,7.152555099310121e-07,2.8210974e-05
254,0,0,0,-0.0,3.7800854e-07
255,0,0,0,3.933898824470816e-06,0.00015436643
256,0,0,0,6.198863957251888e-06,0.00018700588
257,1,1,3,3.814689989667386e-06,0.00015545063
258,0,0,0,5.960462772236497e-07,1.967753e-05
259,0,0,0,0.00022015532886143774,0.0070790695
260,0,0,0,3.683499380713329e-05,0.0014824168
261,1,1,3,9.775113539944869e-06,0.0002702741
262,0,0,0,4.0649541915627196e-05,0.0017698123
263,0,0,0,4.768370445162873e-07,1.5655247e-05
264,0,0,0,5.674201020156033e-05,0.0018305017
265,0,0,0,0.00015066919149830937,0.0048254183
266,0,0,0,0.00012933371181134135,0.0043049683
267,0,0,0,1.9073304429184645e-05,0.0007856016
268,0,0,0,4.768360213347478e-06,0.00017612618
269,0,0,0,1.1920928244535389e-07,3.6467063e-06
270,0,0,0,1.7881377516459906e-06,5.8158515e-05
271,1,1,3,1.1920928244535389e-07,3.7207951e-06
272,0,0,0,8.34461570775602e-06,0.00031973183
273,1,1,2,1.4781842764932662e-05,0.00054324337
274,1,1,3,0.00016830935783218592,0.004135726
275,1,1,3,4.875540980719961e-05,0.0015378457
276,0,0,1,0.0003081085451412946,0.009897295
277,1,1,3,1.5020257706055418e-05,0.00052163284
278,0,0,0,3.933898824470816e-06,0.00013875784
279,1,1,3,4.172238186583854e-05,0.0014058072
280,0,0,0,1.3232143828645349e-05,0.0004997455
281,0,0,0,9.65590606938349e-06,0.00032134762
282,1,1,3,4.172316494077677e-06,0.00015792382
283,0,0,0,9.298280929215252e-06,0.0002689913
284,1,1,3,1.3947389561508317e-05,0.00040929127
285,0,0,0,2.074220174108632e-05,0.00076868356
286,0,0,0,4.160317621426657e-05,0.0014993955
287,0,0,0,3.528532761265524e-05,0.0014268989
288,0,0,0,9.536738616588991e-07,3.4037756e-05
289,0,0,0,1.6689286894688848e-06,6.180324e-05
290,0,0,0,1.1920928244535389e-07,5.323682e-06
291,0,0,0,4.529942543740617e-06,0.00017389625
292,0,0,0,9.333651541965082e-05,0.0034962115
293,0,0,0,9.536738616588991e-07,3.4360557e-05
294,1,1,3,6.496695277746767e-05,0.0026356617
295,0,0,0,3.9457496313843876e-05,0.0010817661
296,1,1,2,4.0531076592742465e-06,0.0001367088
297,0,0,0,-0.0,4.5911125e-07
298,0,0,0,4.6491513785440475e-06,0.00016416598
299,0,0,1,4.756337511935271e-05,0.0016512388
300,0,0,0,1.311301275563892e-06,4.7327638e-05
301,0,0,0,0.00014327930693980306,0.0060952427
302,0,0,0,1.0490362910786644e-05,0.00047472471
303,0,0,0,2.3841855067985307e-07,8.37592e-06
304,0,0,0,1.1086402082582936e-05,0.00043499278
305,1,1,3,-0.0,1.5744639e-06
306,0,0,0,-0.0,1.0749784e-06
307,1,1,3,4.31528314948082e-05,0.0011154205
308,0,0,0,6.210611172718927e-05,0.0026192702
309,0,0,0,-0.0,6.2956246e-07
310,1,1,3,2.3841855067985307e-07,1.0335957e-05
311,0,0,0,2.9802276912960224e-06,9.012613e-05
312,0,0,0,3.814689989667386e-06,0.00013590761
313,0,0,0,-0.0,5.64353e-07
314,1,1,3,1.645074735279195e-05,0.0006500159
315,1,1,3,1.1920928244535389e-07,4.9672603e-06
316,1,1,3,1.9073468138230965e-06,7.0685805e-05
317,0,0,0,2.50339189733495e-06,7.596254e-05
318,0,0,0,4.4225667807040736e-05,0.0018738426
319,0,0,0,1.0728830375228426e-06,4.007851e-05
320,0,0,0,0.00034600470098666847,0.012363884
321,0,0,0,3.576278118089249e-07,1.4265848e-05
322,0,0,0,3.814689989667386e-06,0.00012285826
323,1,1,3,6.05564855504781e-05,0.001783043
324,0,0,0,-0.0,2.4307658e-07
325,0,0,0,3.576278118089249e-07,1.2457085e-05
326,0,0,0,2.861018856492592e-06,0.00010713427
327,1,1,3,2.109982233378105e-05,0.0006176938
328,0,0,0,8.546940807718784e-05,0.0030201655
329,0,0,0,5.125986263010418e-06,0.00015911799
330,0,0,0,1.311301275563892e-06,5.2533207e-05
331,1,1,2,1.1920928244535389e-07,4.879005e-06
332,1,1,3,1.1920922133867862e-06,4.0856896e-05
333,1,1,3,1.6689286894688848e-06,6.2632455e-05
334,0,0,0,1.3828182090946939e-05,0.0004422829
335,0,0,0,2.7418097943154862e-06,9.298701e-05
336,0,0,0,1.645074735279195e-05,0.0005961658
337,1,1,3,3.9934315282152966e-05,0.0011594816
338,1,1,3,5.2927523938706145e-05,0.0021759735
339,0,0,0,3.576278118089249e-07,1.548375e-05
340,0,0,0,6.794906312279636e-06,0.00023973119
341,0,0,0,4.7205765440594405e-05,0.0021982857
342,1,1,3,7.510157047363464e-06,0.00023220321
343,0,0,0,8.583032467868179e-06,0.00026040652
344,0,0,0,1.0728830375228426e-06,3.7225363e-05
345,0,0,1,4.768360213347478e-06,0.00018554124
346,0,0,0,3.480850500636734e-05,0.0012166041
347,1,1,3,8.380061626667157e-05,0.0029515903
348,0,0,0,3.671578815556131e-05,0.001320089
349,0,0,0,2.0265558760002023e-06,7.8473866e-05
350,0,0,0,1.2397689715726301e-05,0.00046345298
351,0,0,0,2.50339189733495e-06,8.661347e-05
352,0,0,0,7.152555099310121e-07,3.0368403e-05
353,0,0,0,6.747018051100895e-05,0.0028007154
354,0,0,0,4.768370445162873e-07,1.8011115e-05
355,0,0,0,1.0728830375228426e-06,4.2193038e-05
356,0,0,1,4.088794958079234e-05,0.0016474098
357,1,1,3,4.0531076592742465e-06,0.0001286243
358,0,0,0,0.0005644158809445798,0.017896518
359,0,0,0,2.8609820219571702e-05,0.0011716716
360,1,1,3,1.7404405298293568e-05,0.000520153
361,0,0,0,8.594620157964528e-05,0.0021298188
362,0,0,0,6.794906312279636e-06,0.00024010809
363,1,1,3,4.529942543740617e-06,0.00015502081
364,0,0,0,1.1920928244535389e-07,5.218072e-06
365,0,0,0,2.1219027985353023e-05,0.0007944545
366,0,0,0,2.3841830625315197e-06,8.144593e-05
367,1,1,2,1.7165990357170813e-05,0.00070473587
368,0,0,0,3.325883881188929e-05,0.0014137276
369,0,0,0,1.1920928244535389e-07,3.587903e-06
370,0,0,0,5.1616290875244886e-05,0.0019050118
371,0,0,0,4.0649541915627196e-05,0.0011671748
372,1,1,3,8.165503095369786e-05,0.0029404776
373,0,0,0,4.7205765440594405e-05,0.0016062384
374,0,0,0,6.41325386823155e-05,0.0018065778
375,0,0,0,0.00011359999916749075,0.0042110095
376,0,0,1,2.825220326485578e-05,0.0011201617
377,0,0,0,2.3841855067985307e-07,8.949157e-06
378,0,0,0,1.7881377516459906e-06,6.184987e-05
379,0,0,0,2.145764938177308e-06,6.568037e-05
380,0,0,0,1.966933996300213e-05,0.0006344887
381,0,0,0,2.682172998902388e-05,0.000914002
382,0,0,0,2.3841855067985307e-07,8.322239e-06
383,0,0,0,7.629365427419543e-06,0.00024349055
384,0,0,0,2.145764938177308e-06,7.4322976e-05
385,0,0,0,1.0728830375228426e-06,3.5010376e-05
386,0,0,0,2.3841855067985307e-07,8.888443e-06
387,0,0,0,1.5497195136049413e-06,5.672674e-05
388,1,1,3,7.795983401592821e-05,0.0032588413
389,0,0,0,3.099436753473128e-06,9.684487e-05
390,0,0,0,1.2874520507466514e-05,0.00050514995
391,0,0,0,1.1920928244535389e-07,5.093741e-06
392,0,0,0,2.622600959512056e-06,0.00010971225
393,1,1,3,2.3841855067985307e-07,9.501917e-06
394,0,0,0,0.0005422552349045873,0.015775569
395,0,0,0,3.194758028257638e-05,0.001327371
396,0,0,0,1.0728830375228426e-06,3.2550342e-05
397,0,0,0,5.960462772236497e-07,2.2652914e-05
398,1,1,3,7.152555099310121e-07,2.3714489e-05
399,0,0,0,1.1920858014491387e-05,0.00040137253
400,0,0,0,0.00031895318534225225,0.010588591
401,0,0,0,1.4066597032069694e-05,0.00041449274
402,0,0,0,7.033323527139146e-06,0.00023990011
403,0,0,0,6.90197994117625e-05,0.002682295
404,1,1,3,1.311301275563892e-06,4.2990683e-05
405,0,0,0,3.3378546504536644e-06,0.00011228427
406,0,0,0,1.3232143828645349e-05,0.00055356516
407,0,0,0,-0.0,1.3145755e-06
408,0,0,0,4.887569048150908e-06,0.00015433902
409,0,0,0,0.00020168177434243262,0.0068014706
410,0,0,0,2.098061486321967e-05,0.00061626534
411,0,0,0,2.3841855067985307e-07,9.086275e-06
412,0,0,0,9.536738616588991e-07,2.8731307e-05
413,0,0,0,0.0001691436773398891,0.0043071923
414,1,1,3,8.344646857949556e-07,3.4045956e-05
415,0,0,0,9.536738616588991e-07,3.4476125e-05
416,0,0,0,7.510157047363464e-06,0.00023255212
417,1,1,3,3.576278118089249e-07,1.4119846e-05
418,0,0,0,5.245195097813848e-06,0.00018789002
419,1,1,3,1.0728830375228426e-06,3.859636e-05
420,1,1,3,1.0490362910786644e-05,0.00032458425
421,0,0,0,5.960462772236497e-07,1.9682193e-05
422,0,0,0,0.0001530530134914443,0.003987841
423,0,0,0,5.960446742392378e-06,0.00019940386
424,1,1,3,5.960462772236497e-07,2.6751095e-05
425,0,0,1,5.960462772236497e-07,2.1925362e-05
426,0,0,0,-0.0,9.384103e-07
427,1,1,3,5.960462772236497e-07,2.2933431e-05
428,0,0,0,7.152555099310121e-07,2.2868177e-05
429,0,0,0,8.583032467868179e-06,0.00025927543
430,0,0,0,3.075552376685664e-05,0.0009578334
431,0,0,0,9.536738616588991e-07,4.111802e-05
432,0,0,0,-0.0,6.9581677e-07
433,0,0,0,9.48860906646587e-05,0.0024389417
434,0,0,0,4.6491513785440475e-06,0.0001675494
435,1,1,3,2.1457441107486375e-05,0.0007854439
436,0,0,0,5.352353764465079e-05,0.0020270457
437,1,1,2,8.570780482841656e-05,0.0024515723
438,0,0,0,8.821448318485636e-06,0.00030663286
439,0,0,0,2.7894584491150454e-05,0.0014439091
440,1,1,3,1.2755313036905136e-05,0.0005133601
441,1,1,2,1.5258672647178173e-05,0.00058537093
442,0,0,0,2.47952248173533e-05,0.0008319999
443,1,1,3,1.1920928244535389e-07,5.475296e-06
444,0,0,0,7.033323527139146e-06,0.00023750903
445,1,1,3,2.50339189733495e-06,8.832395e-05
446,1,1,3,3.8265450712060556e-05,0.0012755949
447,0,0,0,9.023735765367746e-05,0.00247264
448,0,0,0,9.059865078597795e-06,0.00030122537
449,0,0,0,0.0003022690652869642,0.011239269
450,0,0,0,0.0002814135223161429,0.00931391
451,0,0,0,3.266281055402942e-05,0.0013054418
452,0,0,0,1.4424220353248529e-05,0.00058468006
453,0,0,0,3.933898824470816e-06,0.00015875144
454,0,0,0,5.960462772236497e-07,1.9760102e-05
455,0,0,0,5.960462772236497e-07,2.2004797e-05
456,1,1,3,1.4305104514278355e-06,5.3059703e-05
457,0,0,0,-0.0,9.4944966e-07
458,1,1,3,5.876845170860179e-05,0.0018175404
459,0,0,0,5.960462772236497e-07,2.0125404e-05
460,1,1,3,7.152555099310121e-07,2.8548875e-05
461,0,0,0,2.7418097943154862e-06,0.00010107959
462,0,0,0,1.823885577323381e-05,0.00052792917
463,0,0,0,-0.0,3.6192688e-07
464,1,1,3,5.483612312673358e-06,0.00017042256
465,1,1,3,0.00010418349120300263,0.003427341
466,0,0,0,8.106198947643861e-06,0.0002386128
467,0,0,0,-0.0,1.4926977e-06
468,1,1,3,6.401333666872233e-05,0.002285361
469,0,0,0,2.0265558760002023e-06,7.809999e-05
470,1,1,3,2.0265558760002023e-06,7.799292e-05
471,0,0,0,1.2516897186287679e-05,0.0003916696
472,0,0,0,6.878139538457617e-05,0.0026503368
473,0,0,0,4.768370445162873e-07,1.7556302e-05
474,0,0,0,0.00010072677832795307,0.004001346
475,0,0,1,2.861018856492592e-06,0.000121427605
476,0,0,0,1.9192511899746023e-05,0.00055207976
477,0,0,0,7.354942499659956e-05,0.0027446805
478,0,0,0,1.9073468138230965e-06,6.358792e-05
479,0,0,0,3.1709168979432434e-05,0.001176997
480,0,0,0,4.768370445162873e-07,1.681183e-05
481,1,1,3,4.768370445162873e-07,2.0111565e-05
482,1,1,3,0.00010644822759786621,0.0031990747
483,1,1,3,5.960462772236497e-07,2.2360045e-05
484,1,1,3,2.145764938177308e-06,7.875967e-05
485,0,0,0,7.462222856702283e-05,0.0025958156
486,0,0,0,1.1920928244535389e-07,3.8620406e-06
487,1,1,3,1.6689286894688848e-06,5.912059e-05
488,0,0,1,7.080780778778717e-05,0.0026330738
489,0,0,0,8.4638240878121e-06,0.00030536012
490,0,0,0,3.576278118089249e-07,1.0792918e-05
491,0,0,1,7.819823804311454e-05,0.0027809076
492,1,1,3,5.960446742392378e-06,0.00016526914
493,0,0,0,1.4305104514278355e-06,5.232067e-05
494,0,0,0,0.00019894051365554333,0.0060307714
495,1,1,3,4.768360213347478e-06,0.00015161964
496,0,0,0,4.768370445162873e-07,1.5543057e-05
497,0,0,0,2.6940935640595853e-05,0.00067444635
498,0,0,0,7.152555099310121e-07,2.6422189e-05
499,1,1,3,1.5735502529423684e-05,0.0007641262
500,0,0,0,1.585470999998506e-05,0.00058517966
501,0,0,0,8.368142152903602e-05,0.002417479
502,0,0,0,1.0728830375228426e-06,3.753146e-05
503,0,0,0,1.5139465176616795e-05,0.00059602
504,1,1,3,2.7894584491150454e-05,0.0008543619
505,0,0,0,1.7523612768854946e-05,0.0005365391
506,1,1,3,2.3841855067985307e-07,7.5566654e-06
507,1,1,3,0.00013302871957421303,0.0053814724
508,1,1,3,3.0278701160568744e-05,0.0009081023
509,0,0,0,6.6756979322235566e-06,0.00025147662
510,0,0,0,8.344646857949556e-07,3.1013336e-05
511,0,0,0,8.583032467868179e-06,0.0002347847
512,0,0,0,1.6689286894688848e-06,7.048477e-05
513,1,1,3,1.9788545614574105e-05,0.0008189557
514,1,1,3,2.145764938177308e-06,7.0205344e-05
515,0,0,0,9.655486064730212e-05,0.0031096241
516,0,0,0,2.6702524337451905e-05,0.0009782271
517,0,0,0,2.0861407392658293e-05,0.0005607623
518,0,0,0,1.0013530300057027e-05,0.00036412227
519,0,0,0,3.2066785934148356e-05,0.0013169508
520,0,0,0,1.1920922133867862e-06,4.849761e-05
521,0,0,0,3.576278118089249e-07,1.7003676e-05
522,0,0,0,9.536738616588991e-07,3.9959006e-05
523,0,0,0,2.3841855067985307e-07,9.483572e-06
524,0,0,0,4.768370445162873e-07,1.7329645e-05
