,labels,predictions,aux_labels,loss,grad_norm
86,0,0,0,11.48388671875,37.95765
87,0,0,0,14.2162446975708,41.532215
88,0,0,1,11.666511535644531,38.03042
89,0,0,0,12.513623237609863,27.213243
90,0,0,0,12.31296443939209,32.354214
91,0,0,0,13.91773796081543,37.933857
92,0,0,0,12.028675079345703,31.847372
93,1,1,3,12.040435791015625,32.759995
94,0,0,0,12.291887283325195,40.002068
95,0,0,0,11.110551834106445,27.822897
96,0,0,0,13.139083862304688,30.846899
97,0,0,0,9.604134559631348,36.56858
98,0,0,0,14.372797966003418,31.255276
99,1,1,3,11.206916809082031,33.058212
100,0,0,0,9.474485397338867,35.27475
101,0,0,0,10.739871978759766,36.044163
102,0,0,0,10.037208557128906,34.97507
103,1,1,3,12.106491088867188,28.79485
104,0,0,0,12.317914962768555,35.255817
105,1,1,3,11.440136909484863,42.319965
106,0,0,0,9.938570022583008,38.87941
107,1,1,3,8.947513580322266,32.39648
108,0,0,0,9.903768539428711,37.51828
109,0,0,0,8.274264335632324,32.427563
110,1,1,2,14.848918914794922,36.497604
111,1,1,3,9.013460159301758,34.361202
112,0,0,0,10.451313972473145,34.210762
113,1,1,3,14.543139457702637,45.42409
114,0,0,0,9.343000411987305,34.57154
115,1,1,3,15.027545928955078,38.89427
116,0,0,0,8.242753982543945,31.098373
117,0,0,0,13.843332290649414,36.94044
118,0,0,0,18.08518409729004,37.811543
119,1,1,3,10.753809928894043,27.439737
120,1,1,3,12.369147300720215,35.00572
121,1,1,3,7.172567367553711,30.605412
122,0,0,0,12.444361686706543,34.46531
123,1,1,2,11.384077072143555,34.831436
124,1,1,3,11.941282272338867,30.412706
125,0,0,0,14.703813552856445,34.559784
126,1,1,3,10.350532531738281,36.236523
127,1,1,2,15.740777969360352,34.11577
128,0,0,0,12.797796249389648,36.466167
129,0,0,0,13.651256561279297,33.095184
130,0,0,0,12.699187278747559,46.97946
131,0,0,1,12.36981201171875,37.15292
132,0,0,0,13.43973445892334,36.412766
133,0,0,0,14.430386543273926,36.365604
134,0,0,0,10.621082305908203,41.014072
135,0,0,0,12.755121231079102,34.312057
136,0,0,0,8.445303916931152,43.302315
137,0,0,1,8.646818161010742,30.742128
138,0,0,0,9.210012435913086,35.910103
139,0,0,0,9.360681533813477,38.263134
140,0,0,0,9.815690994262695,31.994673
141,0,0,0,13.565022468566895,31.241673
142,0,0,0,9.785028457641602,37.72329
143,0,0,0,9.888444900512695,37.454388
144,0,0,0,13.084941864013672,33.999966
145,0,0,0,11.88044548034668,41.302277
146,0,0,0,9.37523365020752,30.480345
147,1,1,3,13.760165214538574,31.92585
148,0,0,0,11.377862930297852,29.383831
149,0,0,0,11.23030948638916,40.598824
150,1,1,3,8.868545532226562,40.750816
151,0,0,0,12.476600646972656,37.972115
152,0,0,0,9.931894302368164,38.78534
153,1,1,3,14.366814613342285,39.13565
154,0,0,0,12.340575218200684,34.110775
155,0,0,1,12.807010650634766,34.58825
156,0,0,1,9.791690826416016,27.564642
157,0,0,0,11.782870292663574,31.524326
158,0,0,0,16.302165985107422,41.49196
159,0,0,0,8.838600158691406,33.68721
160,1,1,3,14.653487205505371,40.370262
161,1,1,2,15.532687187194824,36.14001
162,0,0,0,15.02959156036377,36.752285
163,1,1,3,14.498754501342773,38.82649
164,0,0,0,12.17245864868164,35.584255
165,0,0,0,12.536308288574219,34.616024
166,0,0,0,12.577271461486816,32.881367
167,0,0,0,8.838777542114258,40.559288
168,1,1,3,17.51715087890625,42.271267
169,0,0,0,10.741535186767578,34.061016
170,0,0,0,14.625764846801758,40.446514
171,1,1,3,10.347807884216309,31.880552
172,0,0,1,10.674561500549316,40.85792
173,0,0,0,13.704290390014648,32.579388
174,0,0,0,15.321662902832031,36.6458
175,0,0,0,11.536504745483398,38.587906
176,1,1,3,9.00223159790039,36.452126
177,0,0,0,8.318624496459961,38.704823
178,0,0,0,9.94146728515625,32.01299
179,0,0,0,7.02216911315918,29.191769
180,0,0,0,14.806775093078613,38.83115
181,1,1,3,8.799280166625977,34.497913
182,0,0,0,14.929762840270996,33.0739
183,1,1,3,10.794934272766113,32.341194
184,0,0,0,8.147039413452148,39.895454
185,1,1,3,14.303772926330566,42.016705
186,0,0,0,13.361923217773438,31.969414
187,0,0,0,16.20937728881836,37.63865
188,0,0,0,10.363922119140625,30.334938
189,0,0,0,8.87470817565918,32.735497
190,0,0,0,14.367594718933105,33.214714
191,0,0,0,9.154263496398926,28.031122
192,0,0,0,12.471439361572266,40.49665
193,0,0,0,17.562259674072266,42.345432
194,0,0,0,17.101491928100586,34.562847
195,0,0,0,12.07786750793457,30.804005
196,0,0,0,15.985313415527344,36.819866
197,0,0,0,11.437152862548828,35.21454
198,1,1,3,12.137081146240234,29.20434
199,0,0,0,8.272671699523926,30.485662
200,0,0,0,12.31039810180664,32.778755
201,0,0,0,12.936031341552734,29.989086
202,1,1,2,15.960917472839355,36.27114
203,1,1,3,12.50672721862793,30.118267
204,0,0,0,13.111987113952637,31.161648
205,0,0,0,12.327885627746582,30.643034
206,0,0,0,13.344507217407227,34.229115
207,0,0,0,18.11929702758789,39.561153
208,0,0,0,7.965358257293701,32.945595
209,0,0,0,8.949591636657715,25.843826
210,0,0,0,9.323198318481445,33.297695
211,1,1,3,8.596519470214844,45.596413
212,0,0,0,12.12564468383789,40.267715
213,0,0,0,14.627548217773438,35.76466
214,0,0,0,10.324670791625977,41.659195
215,0,0,0,17.212635040283203,37.430542
216,0,0,0,10.450878143310547,33.346794
217,1,1,3,12.656169891357422,33.81395
218,0,0,0,11.627622604370117,35.816345
219,0,0,0,13.211792945861816,34.487514
220,0,0,0,13.835002899169922,31.38563
221,0,0,0,12.813468933105469,35.2097
222,0,0,0,14.371030807495117,38.63447
223,0,0,0,10.555590629577637,32.06213
224,0,0,0,11.508000373840332,43.80658
225,1,1,3,9.976613998413086,33.368984
226,0,0,0,12.63655948638916,36.28143
227,0,0,0,13.473766326904297,35.431313
228,0,0,0,14.425719261169434,42.263855
229,0,0,0,8.796578407287598,40.286213
230,0,0,0,9.09608268737793,27.596771
231,0,0,0,10.519615173339844,33.58268
232,0,0,0,11.168708801269531,36.275787
233,0,0,0,14.21231460571289,34.166573
234,0,0,0,12.771778106689453,29.456362
235,0,0,0,10.98279857635498,32.099052
236,0,0,0,12.655067443847656,36.75009
237,0,0,0,12.56959342956543,37.487644
238,0,0,0,14.566122055053711,34.414787
239,0,0,0,11.851217269897461,32.66678
240,0,0,0,13.530172348022461,41.428608
241,0,0,0,11.196737289428711,32.269512
242,0,0,0,9.797368049621582,37.735695
243,0,0,0,10.530746459960938,37.811954
244,1,1,3,6.311087608337402,26.61768
245,0,0,0,19.901975631713867,39.211163
246,1,1,3,14.175726890563965,33.588203
247,0,0,0,8.494271278381348,37.905403
248,0,0,0,13.489053726196289,33.988422
249,1,1,3,10.989036560058594,34.61741
250,1,1,3,11.323419570922852,33.84633
251,0,0,0,13.042839050292969,30.187227
252,0,0,0,16.143898010253906,36.927414
253,1,1,3,14.248140335083008,38.713287
254,0,0,0,18.33434295654297,41.46872
255,0,0,0,12.54704475402832,39.44364
256,0,0,0,12.144384384155273,30.911926
257,1,1,3,12.304895401000977,40.956554
258,0,0,0,14.428542137145996,32.937748
259,0,0,0,7.359560012817383,31.70871
260,0,0,0,9.231107711791992,39.3782
261,1,1,3,11.413766860961914,27.810467
262,0,0,0,9.999798774719238,43.526226
263,0,0,0,14.229031562805176,32.90988
264,0,0,0,9.845138549804688,32.57063
265,0,0,0,7.888269901275635,31.65467
266,0,0,0,8.847848892211914,33.422512
267,0,0,0,10.69350528717041,41.221897
268,0,0,0,12.401314735412598,37.04356
269,0,0,0,16.425594329833984,37.883144
270,0,0,0,12.90611457824707,31.981478
271,1,1,3,16.231708526611328,38.141205
272,0,0,0,11.461271286010742,38.52881
273,1,1,2,11.273550033569336,37.259945
274,1,1,3,8.660419464111328,24.77707
275,1,1,3,9.82115364074707,31.41043
276,0,0,1,7.09636116027832,31.46996
277,1,1,3,10.806278228759766,34.53434
278,0,0,0,11.190156936645508,34.218174
279,1,1,3,10.037317276000977,34.00164
280,0,0,0,11.1921968460083,38.03324
281,0,0,0,11.269546508789062,33.28438
282,1,1,3,11.980958938598633,37.59239
283,0,0,0,11.264605522155762,28.90089
284,1,1,3,11.236212730407715,29.602991
285,0,0,0,10.78041934967041,37.587093
286,0,0,0,10.235490798950195,35.969597
287,0,0,0,9.278858184814453,40.243984
288,0,0,0,13.768499374389648,36.52117
289,0,0,0,13.236286163330078,37.095573
290,0,0,0,15.514884948730469,41.9252
291,0,0,0,13.190110206604004,39.42967
292,0,0,0,9.311939239501953,37.491722
293,0,0,0,14.196678161621094,37.02776
294,1,1,3,9.331473350524902,40.593426
295,0,0,0,10.46546745300293,28.119858
296,1,1,2,12.25135612487793,34.12449
297,0,0,0,17.257347106933594,39.830387
298,0,0,0,11.722824096679688,35.079056
299,0,0,1,9.993976593017578,35.09298
300,0,0,0,14.003243446350098,37.48463
301,0,0,0,8.075504302978516,42.448925
302,0,0,0,10.75717544555664,45.602104
303,0,0,0,14.962766647338867,33.730957
304,0,0,0,10.154184341430664,39.019093
305,1,1,3,15.918828964233398,40.37072
306,0,0,0,16.54387855529785,37.69424
307,1,1,3,9.934267044067383,26.00978
308,0,0,0,9.375345230102539,41.795727
309,0,0,0,17.64362144470215,42.370224
310,1,1,3,14.336978912353516,43.7524
311,0,0,0,12.735116004943848,30.864813
312,0,0,0,12.64419937133789,35.86732
313,0,0,0,17.602876663208008,41.99983
314,1,1,3,9.899774551391602,39.759842
315,1,1,3,15.791791915893555,37.095676
316,1,1,3,13.409936904907227,36.45027
317,0,0,0,12.661121368408203,30.292841
318,0,0,0,9.820049285888672,42.21017
319,0,0,0,12.80103874206543,35.93783
320,0,0,0,7.1183013916015625,35.658745
321,0,0,0,14.659775733947754,37.692978
322,0,0,0,12.424646377563477,32.768616
323,1,1,3,9.737305641174316,29.666529
324,0,0,0,17.700578689575195,47.462105
325,0,0,0,14.69552993774414,35.37717
326,0,0,0,13.000754356384277,37.287872
327,1,1,3,10.850281715393066,29.632881
328,0,0,0,9.62751293182373,35.55302
329,0,0,0,12.116527557373047,31.279633
330,0,0,0,13.405941009521484,40.395504
331,1,1,2,15.061792373657227,32.796062
332,1,1,3,13.662060737609863,35.161613
333,1,1,3,13.516878128051758,37.01574
334,0,0,0,10.83935260772705,31.989237
335,0,0,0,13.276533126831055,34.74953
336,0,0,0,11.090496063232422,36.66185
337,1,1,3,10.102561950683594,29.262236
338,1,1,3,8.285347938537598,40.59848
339,0,0,0,13.934087753295898,42.607403
340,0,0,0,10.962211608886719,34.68162
341,0,0,0,10.614355087280273,46.709454
342,1,1,3,11.881658554077148,31.085238
343,0,0,0,11.598306655883789,30.474428
344,0,0,0,13.917644500732422,34.269203
345,0,0,1,11.51689338684082,38.345577
346,0,0,0,10.019332885742188,34.735542
347,1,1,3,8.092065811157227,34.691383
348,0,0,0,10.104924201965332,35.9203
349,0,0,0,12.315567016601562,37.96255
350,0,0,0,11.038169860839844,37.454372
351,0,0,0,12.818002700805664,35.045918
352,0,0,0,13.630550384521484,42.518944
353,0,0,0,9.726107597351074,42.010674
354,0,0,0,14.046926498413086,36.050636
355,0,0,0,13.751778602600098,39.613
356,0,0,1,10.083763122558594,40.505722
357,1,1,3,12.307924270629883,32.23207
358,0,0,0,6.506974697113037,30.94311
359,0,0,0,10.895238876342773,41.371807
360,1,1,3,11.099098205566406,30.313595
361,0,0,0,9.530539512634277,25.160852
362,0,0,0,10.73007583618164,34.268356
363,1,1,3,12.401402473449707,34.707752
364,0,0,0,15.658417701721191,38.183514
365,0,0,0,10.353462219238281,37.35475
366,0,0,0,12.68503189086914,33.689808
367,1,1,2,10.969148635864258,40.731068
368,0,0,0,10.56242561340332,42.30527
369,0,0,0,15.439119338989258,35.404488
370,0,0,0,8.736862182617188,36.723396
371,0,0,0,10.232501983642578,28.864502
372,1,1,3,8.36431884765625,35.47872
373,0,0,0,10.199962615966797,34.61143
374,0,0,0,9.586919784545898,28.411947
375,0,0,0,8.84065055847168,37.001057
376,0,0,1,9.543197631835938,39.575066
377,0,0,0,15.03464412689209,36.382072
378,0,0,0,12.997234344482422,34.997437
379,0,0,0,12.901837348937988,30.605528
380,0,0,0,10.023297309875488,32.01069
381,0,0,0,10.579696655273438,34.184307
382,0,0,0,15.213760375976562,36.711143
383,0,0,0,11.534974098205566,32.142406
384,0,0,0,13.27496337890625,34.745422
385,0,0,0,13.763355255126953,32.48543
386,0,0,0,14.71996021270752,38.765778
387,0,0,0,12.813979148864746,35.911938
388,1,1,3,9.543563842773438,41.77276
389,0,0,0,12.60789966583252,31.642174
390,0,0,0,11.9417724609375,39.73876
391,0,0,0,15.810626983642578,37.246094
392,0,0,0,11.833677291870117,41.15025
393,1,1,3,14.97073745727539,38.43157
394,0,0,0,7.408233642578125,29.35695
395,0,0,0,10.322538375854492,41.468502
396,0,0,0,14.36485481262207,32.11728
397,0,0,0,14.57982063293457,36.325706
398,1,1,3,14.059268951416016,32.816444
399,0,0,0,10.486406326293945,32.702938
400,0,0,0,7.202192783355713,32.52862
401,0,0,0,11.502327919006348,30.145054
402,0,0,0,10.909052848815918,33.659492
403,0,0,0,9.739532470703125,38.926792
404,1,1,3,13.563688278198242,33.11627
405,0,0,0,11.730348587036133,33.121284
406,0,0,0,9.923669815063477,41.43888
407,0,0,0,15.90301513671875,41.630642
408,0,0,0,12.009492874145508,31.72935
409,0,0,0,7.7342634201049805,33.326633
410,0,0,0,10.875786781311035,29.836296
411,0,0,0,15.102823257446289,34.674873
412,0,0,0,13.949438095092773,31.246454
413,0,0,0,8.756540298461914,25.918087
414,1,1,3,13.637166976928711,39.78539
415,0,0,0,13.492849349975586,35.28557
416,0,0,0,11.706598281860352,31.224983
417,1,1,3,13.970390319824219,41.69607
418,0,0,0,11.942825317382812,35.580906
419,1,1,3,13.481073379516602,36.338264
420,1,1,3,11.475397109985352,31.150066
421,0,0,0,14.674942016601562,32.716965
422,0,0,0,8.788976669311523,26.24882
423,0,0,0,11.869232177734375,33.525555
424,1,1,3,13.352505683898926,41.48633
425,0,0,1,14.454954147338867,36.892822
426,0,0,0,16.00918197631836,37.727642
427,1,1,3,14.015024185180664,35.382828
428,0,0,0,13.897398948669434,32.815178
429,0,0,0,11.81358528137207,30.667847
430,0,0,0,10.601507186889648,31.312075
431,0,0,0,12.887264251708984,41.21205
432,0,0,0,17.576873779296875,39.653084
433,0,0,0,9.36224365234375,26.090364
434,0,0,0,12.433428764343262,36.257065
435,1,1,3,10.909461975097656,36.60643
436,0,0,0,9.85133171081543,37.903866
437,1,1,2,9.579272270202637,28.892025
438,0,0,0,11.363399505615234,34.926025
439,0,0,0,11.005331039428711,52.169144
440,1,1,3,10.258649826049805,39.736015
441,1,1,2,10.954278945922852,38.615597
442,0,0,0,10.694585800170898,33.813457
443,1,1,3,15.924747467041016,43.06143
444,0,0,0,11.62209701538086,33.634056
445,1,1,3,12.532365798950195,35.36258
446,1,1,3,10.428777694702148,33.446236
447,0,0,0,9.280670166015625,27.541254
448,0,0,0,11.333356857299805,33.458847
449,0,0,0,7.0727057456970215,36.901543
450,0,0,0,7.079422473907471,32.655266
451,0,0,0,10.353113174438477,40.33284
452,0,0,0,11.326665878295898,41.159187
453,0,0,0,12.385936737060547,40.790226
454,0,0,0,14.163658142089844,32.632935
455,0,0,0,13.925293922424316,34.86059
456,1,1,3,13.791401863098145,37.447323
457,0,0,0,15.998787879943848,41.331657
458,1,1,3,9.817350387573242,31.24834
459,0,0,0,14.233101844787598,31.123991
460,1,1,3,13.197757720947266,40.40851
461,0,0,0,12.294820785522461,37.090107
462,0,0,0,10.895033836364746,29.230295
463,0,0,0,17.893848419189453,42.619595
464,1,1,3,12.047185897827148,31.349567
465,1,1,3,8.40423583984375,32.254322
466,0,0,0,11.60352897644043,29.611477
467,0,0,0,16.417579650878906,41.13042
468,1,1,3,9.453445434570312,35.556858
469,0,0,0,12.353666305541992,37.413597
470,1,1,3,11.726757049560547,37.55796
471,0,0,0,11.446779251098633,31.82878
472,0,0,0,9.25978946685791,38.62405
473,0,0,0,14.8167724609375,36.817024
474,0,0,0,9.347363471984863,40.040245
475,0,0,1,11.762590408325195,41.504173
476,0,0,0,10.699094772338867,28.961031
477,0,0,0,8.619695663452148,37.106365
478,0,0,0,13.334983825683594,33.051235
479,0,0,0,9.28846263885498,36.92981
480,0,0,0,14.795012474060059,37.39006
481,1,1,3,14.516559600830078,43.728928
482,1,1,3,9.17579460144043,30.05791
483,1,1,3,13.4117431640625,34.380493
484,1,1,3,12.822479248046875,36.518795
485,0,0,0,9.494146347045898,34.86676
486,0,0,0,15.455682754516602,39.560932
487,1,1,3,13.230395317077637,34.500275
488,0,0,1,9.503398895263672,37.293163
489,0,0,0,11.719474792480469,36.269814
490,0,0,0,14.549001693725586,32.410294
491,0,0,1,7.595886707305908,34.176163
492,1,1,3,11.981146812438965,28.125736
493,0,0,0,13.485977172851562,36.40081
494,0,0,0,8.559237480163574,30.406042
495,1,1,3,12.25564193725586,32.12841
496,0,0,0,14.449335098266602,31.833504
497,0,0,0,10.56221866607666,25.467897
498,0,0,0,13.705856323242188,35.7745
499,1,1,3,10.39390754699707,47.897675
500,0,0,0,10.992600440979004,37.529537
501,0,0,0,9.320051193237305,28.824343
502,0,0,0,12.848649978637695,35.12211
503,0,0,0,9.936022758483887,39.39327
504,1,1,3,10.221813201904297,30.543974
505,0,0,0,10.782976150512695,30.762989
506,1,1,3,15.635536193847656,35.348427
507,1,1,3,7.700329780578613,39.859764
508,1,1,3,10.261420249938965,30.220955
509,0,0,0,11.115386962890625,37.190575
510,0,0,0,14.244772911071777,36.268597
511,0,0,0,11.708849906921387,27.78255
512,0,0,0,13.131427764892578,40.873123
513,1,1,3,10.975881576538086,41.47224
514,1,1,3,12.719930648803711,32.495544
515,0,0,0,9.165088653564453,32.120853
516,0,0,0,10.650737762451172,37.071484
517,0,0,0,10.854616165161133,27.295536
518,0,0,0,11.776766777038574,36.585182
519,0,0,0,9.606842994689941,39.95832
520,0,0,0,12.44363784790039,39.167694
521,0,0,0,13.911762237548828,45.42887
522,0,0,0,13.90334701538086,41.122974
523,0,0,0,15.19052505493164,43.404152
524,0,0,0,15.133438110351562,37.063343
525,1,1,3,10.887321472167969,34.23034
526,0,0,0,13.222204208374023,33.499893
527,0,0,0,15.664690017700195,37.107605
528,0,0,0,9.186933517456055,32.127644
529,0,0,0,13.306316375732422,42.192635
530,0,0,0,9.204023361206055,39.319622
531,0,0,0,12.54619026184082,42.528008
532,1,1,3,8.533304214477539,25.73706
533,1,1,3,10.393694877624512,27.757378
534,1,1,3,15.343807220458984,42.22529
535,0,0,0,10.332385063171387,47.145958
536,0,0,0,11.087800979614258,37.46884
537,1,1,3,13.359066009521484,35.39541
538,0,0,0,8.785871505737305,33.29535
539,1,1,3,12.684259414672852,30.840147
540,1,1,3,9.487778663635254,32.35601
541,0,0,0,13.836408615112305,32.569637
542,1,1,3,17.143970489501953,37.885452
543,0,0,0,11.369134902954102,28.057465
544,1,1,3,9.346534729003906,30.337418
545,0,0,0,12.176778793334961,43.130497
546,0,0,0,12.794293403625488,33.33906
547,0,0,0,9.833956718444824,36.289673
548,1,1,3,14.587026596069336,34.108566
549,0,0,0,9.097156524658203,41.406452
550,0,0,0,13.70020580291748,42.021915
551,1,1,3,11.636152267456055,37.170708
552,0,0,0,13.729886054992676,35.928734
553,0,0,0,14.248677253723145,37.110428
554,1,1,3,12.187496185302734,31.973831
555,0,0,0,11.428482055664062,39.425747
556,0,0,0,11.7523775100708,44.530373
557,0,0,0,11.53973388671875,29.012291
558,0,0,0,15.42988395690918,42.550274
559,0,0,0,12.495912551879883,31.660784
560,0,0,0,11.980749130249023,27.412844
561,0,0,0,20.295299530029297,40.90188
562,0,0,0,12.518022537231445,37.277992
563,0,0,0,10.60202693939209,40.841835
564,0,0,0,12.533487319946289,35.67087
565,1,1,3,10.570423126220703,38.160133
566,1,1,3,10.286014556884766,31.482773
567,0,0,0,13.487114906311035,38.324142
568,0,0,0,10.319929122924805,36.957596
569,0,0,0,9.662629127502441,29.824661
570,1,1,3,14.071128845214844,34.8724
571,0,0,0,18.52216339111328,39.778484
572,0,0,0,13.731710433959961,40.393562
573,0,0,0,11.432489395141602,28.477253
574,0,0,0,9.074736595153809,38.478367
575,1,1,3,9.458139419555664,32.836834
576,0,0,0,13.291987419128418,37.59147
577,0,0,0,18.77838897705078,42.800575
578,0,0,0,10.077890396118164,32.29094
579,1,1,3,9.690526962280273,32.05718
580,0,0,0,10.349870681762695,32.06637
581,0,0,0,9.80477237701416,32.417164
582,0,0,0,12.018062591552734,30.205654
583,0,0,0,10.947219848632812,33.18953
584,0,0,0,11.13609504699707,40.762764
585,0,0,0,13.044261932373047,41.567463
586,0,0,0,12.288690567016602,35.319126
587,0,0,0,13.594318389892578,38.27523
588,0,0,0,11.38284683227539,35.755604
589,0,0,0,10.8377046585083,33.62456
590,1,1,3,9.061111450195312,36.302578
591,0,0,0,10.236236572265625,28.07809
592,0,0,0,14.12614917755127,46.794643
593,0,0,0,12.574323654174805,37.516426
594,0,0,0,15.687202453613281,40.994934
595,0,0,0,12.652778625488281,34.760185
596,0,0,0,8.99099349975586,38.791073
597,0,0,0,12.153915405273438,47.69849
598,0,0,0,12.628698348999023,33.24032
599,0,0,1,11.035799980163574,39.69534
600,1,1,3,21.89759063720703,46.19585
601,1,1,3,12.748790740966797,36.190456
602,0,0,0,16.315887451171875,43.63217
603,0,0,1,15.288887023925781,38.04026
604,1,1,3,12.676546096801758,34.693512
605,0,0,0,10.783535957336426,32.41693
606,0,0,0,12.427545547485352,39.342632
607,1,1,2,12.614853858947754,35.79168
608,0,0,0,10.584470748901367,36.26938
609,0,0,0,15.549524307250977,36.67115
610,1,1,3,16.633041381835938,37.23239
611,1,1,3,14.607728958129883,40.164673
612,0,0,0,15.468046188354492,42.7829
613,0,0,0,15.646045684814453,40.59274
614,0,0,0,13.164724349975586,34.76338
615,0,0,0,13.8465576171875,37.237297
616,1,1,3,10.241022109985352,31.350735
617,0,0,1,10.611720085144043,40.358734
618,0,0,0,8.348331451416016,39.904068
619,1,1,3,14.974968910217285,39.125023
620,1,1,2,13.121965408325195,36.703373
621,0,0,0,11.086956024169922,35.024136
622,0,0,0,12.044971466064453,31.520134
623,0,0,1,15.297187805175781,36.50964
624,0,0,0,14.329202651977539,38.753815
625,1,1,3,9.968538284301758,32.870323
626,0,0,0,10.09184741973877,40.456154
627,1,1,3,8.364710807800293,36.291824
628,0,0,0,12.03778076171875,32.28227
629,0,0,0,13.875432968139648,31.326696
630,1,1,3,7.335577964782715,33.938004
631,1,1,3,8.816539764404297,34.944374
632,0,0,0,15.290037155151367,39.35028
633,0,0,0,11.438274383544922,37.463478
634,0,0,0,8.955686569213867,27.767078
635,0,0,0,9.669515609741211,33.11303
636,0,0,0,12.299074172973633,33.085308
637,1,1,3,13.70987319946289,34.0904
638,0,0,0,10.855385780334473,31.60301
639,0,0,0,11.559823989868164,38.034866
640,0,0,0,9.292673110961914,36.512646
641,0,0,0,18.850954055786133,41.290817
642,0,0,0,11.06261920928955,38.87153
643,1,1,3,13.52733039855957,33.21569
644,1,1,3,9.419111251831055,39.142292
645,0,0,0,11.945608139038086,29.422098
646,0,0,0,12.678244590759277,32.941166
647,0,0,1,9.137467384338379,32.671528
648,0,0,0,12.085501670837402,32.543888
649,1,1,3,15.598532676696777,38.589268
650,0,0,0,16.544424057006836,41.668903
651,1,1,3,10.429193496704102,35.297764
652,0,0,0,9.276747703552246,39.32089
653,0,0,0,15.129857063293457,36.11472
654,0,0,0,13.971075057983398,37.500465
655,1,1,3,14.26504898071289,32.52858
656,0,0,0,11.987224578857422,33.530613
657,0,0,0,10.967569351196289,25.6073
658,0,0,0,11.886239051818848,34.55789
659,0,0,0,14.626985549926758,32.27091
660,0,0,0,10.150144577026367,38.47463
661,1,1,3,9.580373764038086,36.343723
662,0,0,0,12.762029647827148,32.077618
663,0,0,0,11.76527214050293,37.75791
